index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
39876,1469240012,720,PA,19122,251881.62,0.0275,1031.98,0.0,C,360,10/19/2020,358,0.0,380000,66.28,SFH,OO,1
33368,1469160848,720,GA,30052,102421.63,0.025,406.97,0.0,C,360,09/23/2020,357,0.0,200000,51.21,SFH,OO,1
44299,1473070595,720,GA,31008,267059.22,0.02875,1111.91,0.0,C,360,10/28/2020,358,0.0,335000,79.72,SFH,OO,1
7331,1463446748,720,FL,32640,99270.86,0.0275,411.92,0.0,C,360,04/13/2020,352,0.0,145000,68.46,SFH,OO,1
35140,1469181828,720,CO,80534,314369.12,0.03,1332.27,0.0,C,360,10/01/2020,357,0.0,395000,79.59,SFH,OO,1
26332,1469068256,720,IL,60540,382729.71,0.03,1624.8,0.0,C,360,08/21/2020,356,0.0,644000,59.43,SFH,OO,1
12426,1466638069,720,AZ,85749,288946.98,0.0275,2025.01,0.0,C,180,05/26/2020,173,0.0,725000,39.85,SFH,OO,1
16004,1466689161,720,MD,20744,373336.0,0.03375,1666.7,50.27,C,360,06/17/2020,354,0.0,445500,83.8,SFH,OO,1
42185,1473046652,720,AZ,85142,233680.41,0.025,928.53,0.0,C,360,11/04/2020,357,0.0,450000,51.93,SFH,OO,1
1743,1448920833,720,SD,57701,106064.3,0.0575,641.93,0.0,C,360,11/21/2018,329,0.0,140000,75.76,SFH,OO,1
22961,1466785498,720,PA,15236,140817.07,0.035,829.34,0.0,C,240,07/31/2020,235,0.0,215000,65.5,SFH,OO,1
18089,1466717582,720,IL,60452,191752.47,0.0375,896.2,151.59,C,360,06/26/2020,354,0.0,200000,95.88,SFH,OO,1
7700,1463452225,720,MA,1854,215645.28,0.02375,1480.46,0.0,C,180,04/17/2020,172,0.0,421000,51.22,SFH,OO,1
31202,1469133464,720,GA,31329,264866.08,0.0275,1087.15,0.0,C,360,09/16/2020,357,0.0,378000,70.07,SFH,OO,1
23015,1466786223,720,MD,20850,313089.57,0.02625,3082.28,0.0,C,120,07/31/2020,115,0.0,900000,34.79,SFH,OO,1
10378,1463494680,720,AZ,85207,213494.37,0.0325,940.05,0.0,C,360,05/06/2020,353,0.0,270000,79.07,SFH,OO,1
51640,1473167698,720,KY,40207,246557.68,0.0275,1008.36,70.35,C,360,11/17/2020,359,0.0,262000,94.11,SFH,OO,1
29747,1469116303,720,AZ,85142,320885.64,0.025,2169.53,0.0,C,180,09/10/2020,177,0.0,550000,58.34,SFH,OO,1
10481,1463496008,720,MO,64155,158559.52,0.02875,1126.14,0.0,C,180,04/30/2020,172,0.0,270000,58.73,SFH,OO,1
14866,1466675012,720,NC,27596,159091.02,0.025,1096.2,0.0,C,180,06/05/2020,173,0.0,250000,63.64,SFH,OO,1
22474,1466779392,720,VA,22801,285516.51,0.03,1214.22,0.0,C,360,07/30/2020,355,0.0,450000,63.45,SFH,OO,1
2113,1448935732,720,AL,35215,67822.28,0.04875,377.06,0.0,C,360,06/11/2019,322,0.0,75000,90.43,SFH,OO,1
36300,1469196412,720,AZ,85257,366652.39,0.02625,1478.07,0.0,C,360,10/06/2020,358,0.0,475000,77.19,SFH,OO,1
16639,1466696984,720,WY,83127,139246.14,0.03125,604.01,0.0,C,360,06/22/2020,354,0.0,270000,51.57,SFH,OO,1
1457,1440056156,720,MT,59425,81554.51,0.04875,449.83,0.0,C,360,05/22/2018,329,0.0,145200,56.17,SFH,OO,1
25949,1466827936,720,WA,98683,168725.86,0.025,671.71,0.0,C,360,08/19/2020,356,0.0,350000,48.21,SFH,OO,1
2704,1448953016,720,IL,60164,162572.2,0.03625,759.33,31.91,C,360,09/04/2019,345,0.0,195000,83.37,SFH,OO,1
26272,1469067514,720,IL,60462,262896.78,0.025,1433.39,0.0,C,240,08/21/2020,228,0.0,375000,70.11,SFH,OO,1
26830,1469074247,720,IN,46077,317974.57,0.025,1268.34,0.0,C,360,08/25/2020,355,0.0,440000,72.27,SFH,OO,1
5434,1451514465,720,MN,55044,82476.35,0.03,1981.97,0.0,C,180,04/12/2016,48,0.0,430000,19.18,SFH,OO,1
19669,1466742838,720,FL,32725,122690.93,0.02375,840.03,0.0,C,180,07/14/2020,175,0.0,215000,57.07,SFH,OO,1
