index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
30460,1469124422,720,UT,84118,191492.43,0.02375,1285.49,0.0,C,180,09/14/2020,177,0.0,383000,50.0,SFH,OO,1
10840,1463501948,720,WI,53226,176938.17,0.0275,731.57,0.0,C,360,05/14/2020,353,0.0,236200,74.91,SFH,OO,1
17465,1466709969,720,FL,34104,145812.3,0.02375,991.38,0.0,C,180,06/29/2020,174,0.0,275000,53.02,SFH,OO,1
12411,1466637863,720,MI,48302,387082.69,0.025,2667.16,0.0,C,180,05/26/2020,173,0.0,695000,55.7,SFH,OO,1
1805,1448923340,720,AZ,85023,115241.01,0.045,602.96,0.0,C,360,01/24/2019,337,0.0,160000,72.03,SFH,OO,1
25694,1466823737,720,TX,78727,276693.22,0.02625,1144.7,0.0,C,360,08/18/2020,346,0.0,485000,57.05,SFH,OO,1
50605,1473148847,720,CA,92865,279529.72,0.03125,1199.45,0.0,C,360,11/19/2020,359,0.0,380000,73.56,SFH,OO,1
21271,1466762778,720,VA,22309,128880.21,0.0275,530.92,0.0,C,360,07/20/2020,355,0.0,173400,74.33,SFH,OO,1
34651,1469176323,720,CA,94530,322044.51,0.0225,2139.74,0.0,C,180,09/30/2020,177,0.0,950000,33.9,SFH,OO,1
36303,1469196446,720,CA,91730,293896.8,0.025,1165.61,68.83,C,360,10/06/2020,358,0.0,330000,89.06,SFH,OO,1
40841,1469251084,720,GA,30092,143194.78,0.0225,959.7,0.0,C,180,10/21/2020,175,0.0,450000,31.82,SFH,OO,1
44642,1473074506,720,CA,95123,378738.63,0.025,1510.9,0.0,C,360,10/28/2020,357,0.0,999990,37.87,SFH,OO,1
30414,1469123911,720,CA,92307,150497.18,0.02375,588.28,0.0,C,360,09/10/2020,357,0.0,225000,66.89,SFH,OO,1
22201,1466776133,720,CA,90638,546308.1,0.03,3076.91,0.0,C,240,07/28/2020,235,0.0,980000,55.75,SFH,OO,1
1312,1440052783,720,GA,30188,129916.39,0.04875,719.72,0.0,C,360,03/28/2018,326,0.0,170000,76.42,SFH,OO,1
49314,1473132312,720,GA,30555,261709.39,0.02875,1087.72,0.0,C,360,11/12/2020,359,0.0,436000,60.03,SFH,OO,1
38700,1469226698,720,NV,89123,249827.24,0.025,990.82,0.0,C,360,10/16/2020,358,0.0,350000,71.38,SFH,OO,1
24038,1466802665,720,MD,21561,219121.75,0.035,994.63,0.0,C,360,08/05/2020,353,0.0,330000,66.4,SFH,OO,1
31088,1469132136,720,AZ,85303,149225.5,0.03,632.41,0.0,C,360,09/16/2020,357,0.0,220000,67.83,SFH,OO,1
27418,1469082174,720,OH,45066,240399.86,0.03,1032.93,0.0,C,360,08/27/2020,355,0.0,450000,53.42,SFH,OO,1
37115,1469206807,720,TX,75181,138715.0,0.025,933.5,0.0,C,180,10/06/2020,178,0.0,218000,63.63,SFH,OO,1
1666,1448918464,720,FL,33928,180876.77,0.03625,1478.13,0.0,C,180,09/07/2018,153,0.0,275000,65.77,SFH,OO,1
44087,1473068235,720,TX,77503,118952.94,0.03625,865.24,0.0,C,180,10/28/2020,178,0.0,153000,77.75,SFH,OO,1
43435,1473060802,720,OR,97420,282439.8,0.025,1120.17,0.0,C,360,10/28/2020,358,0.0,378000,74.72,SFH,OO,1
36373,1469197311,720,PA,16316,129219.08,0.02875,898.18,0.0,C,180,10/06/2020,177,0.0,164000,78.79,SFH,OO,1
1939,1448930824,720,FL,33612,132669.17,0.04875,728.98,0.0,C,360,04/29/2019,340,0.0,237000,55.98,SFH,OO,1
1147,1440048773,720,AZ,85303,102393.99,0.0375,717.39,0.0,C,240,01/18/2018,185,0.0,265000,38.64,SFH,OO,1
47609,1473112769,720,CA,91504,615545.16,0.025,2437.26,0.0,C,360,11/09/2020,359,0.0,1130000,54.47,SFH,OO,1
49198,1473130985,720,FL,33317,311117.78,0.025,1231.59,0.0,C,360,11/16/2020,359,0.0,440000,70.71,SFH,OO,1
28560,1469098766,720,VA,20105,573519.88,0.03,2557.87,0.0,C,360,09/03/2020,329,0.0,760000,75.46,SFH,OO,1
40349,1469245508,720,PA,18051,194806.74,0.02875,829.78,0.0,C,360,10/20/2020,358,0.0,550000,35.42,SFH,OO,1
37150,1469207235,720,TX,77461,241267.29,0.0225,1595.44,0.0,C,180,10/09/2020,178,0.0,325000,74.24,SFH,OO,1
