index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
13257,1466651203,720,CA,91761,274366.35,0.02875,1152.57,0.0,C,360,05/28/2020,353,0.0,525000,52.26,SFH,OO,1
2899,1448958221,720,OH,43113,120527.05,0.04,657.16,0.0,C,300,09/30/2019,284,0.0,158000,76.28,SFH,OO,1
2837,1448956100,720,CA,95648,143887.92,0.035,1205.26,0.0,C,180,09/19/2019,149,0.0,480000,29.98,SFH,OO,1
23753,1466797436,720,WA,98366,474641.4,0.0275,1951.98,0.0,C,360,08/06/2020,356,0.0,820000,57.88,SFH,OO,1
32274,1469146789,720,VA,22101,595473.38,0.0225,3132.74,0.0,C,240,09/22/2020,236,0.0,900000,66.16,SFH,OO,1
47717,1473114047,720,IL,60714,316271.65,0.02875,1321.43,0.0,C,360,11/09/2020,359,0.0,500000,63.25,SFH,OO,1
3048,1448961613,720,CA,92344,156556.89,0.0375,740.98,0.0,C,360,10/15/2019,346,0.0,290000,53.99,SFH,OO,1
28974,1469103467,720,NC,28205,499298.81,0.02875,2082.53,0.0,C,360,09/02/2020,357,0.0,656000,76.11,SFH,OO,1
16335,1466693080,720,KY,41042,201723.69,0.03,972.74,0.0,C,300,06/19/2020,293,0.0,269000,74.99,SFH,OO,1
14652,1466672472,720,VA,22310,371013.68,0.0275,1539.89,0.0,C,360,06/10/2020,354,0.0,650000,57.08,SFH,OO,1
30399,1469123754,720,GA,30345,435878.72,0.02625,2366.5,0.0,C,240,09/10/2020,236,0.0,565000,77.15,SFH,OO,1
21051,1466760095,720,WA,98033,348477.12,0.0275,1432.93,0.0,C,360,07/21/2020,356,0.0,900000,38.72,SFH,OO,1
34274,1469171944,720,VA,22101,348865.54,0.025,1388.85,0.0,C,360,09/28/2020,356,0.0,700000,49.84,SFH,OO,1
5385,1449014750,720,NV,89451,470854.91,0.03875,2247.73,0.0,C,360,02/24/2020,350,0.0,700000,67.26,SFH,OO,1
48442,1473122263,720,WA,98606,259493.66,0.0225,993.84,0.0,C,360,11/13/2020,359,0.0,992000,26.16,SFH,OO,1
13515,1466654595,720,CA,92841,137781.68,0.02375,968.25,0.0,C,180,06/01/2020,170,0.0,665000,20.72,SFH,OO,1
16469,1466694815,720,VA,23832,291736.78,0.03375,1302.42,0.0,C,360,06/19/2020,354,0.0,435000,67.07,SFH,OO,1
9093,1463475739,720,FL,33018,137277.37,0.0275,645.84,0.0,C,300,04/30/2020,292,0.0,515000,26.66,SFH,OO,1
9205,1463477461,720,OR,97045,351266.98,0.03,1501.75,0.0,C,360,04/30/2020,352,0.0,497500,70.61,SFH,OO,1
8392,1463462422,720,OH,44077,124906.18,0.0399,964.64,0.0,C,180,03/31/2020,170,0.0,175000,71.37,SFH,OO,1
11060,1463504983,720,IN,46322,177912.01,0.0325,783.37,0.0,C,360,05/13/2020,353,0.0,250000,71.16,SFH,OO,1
16255,1466692116,720,GA,30519,153449.07,0.0325,675.66,0.0,C,360,06/12/2020,353,0.0,207000,74.13,SFH,OO,1
3392,1448969012,720,IL,60106,119730.94,0.03875,576.04,0.0,C,360,10/31/2019,345,0.0,170000,70.43,SFH,OO,1
34280,1469172009,720,TX,77386,168960.71,0.0275,786.54,36.94,C,300,09/29/2020,297,0.0,197000,85.77,SFH,OO,1
43370,1473060067,720,MN,55112,299569.69,0.02875,1247.27,0.0,C,360,10/29/2020,358,0.0,446000,67.17,SFH,OO,1
15098,1466677778,720,WY,82930,233553.44,0.02875,1643.01,0.0,C,180,06/08/2020,174,0.0,301000,77.59,SFH,OO,1
46015,1473092698,720,TX,75052,148331.47,0.025,590.67,0.0,C,360,11/02/2020,356,0.0,265000,55.97,SFH,OO,1
41576,1469259400,720,NJ,7731,205245.63,0.02625,827.4,0.0,C,360,10/22/2020,358,0.0,321000,63.94,SFH,OO,1
44894,1473077392,720,TN,37922,110448.38,0.0225,730.37,0.0,C,180,10/30/2020,178,0.0,248000,44.54,SFH,OO,1
31526,1469138315,720,OH,43214,267114.26,0.03,1132.01,0.0,C,360,09/18/2020,357,0.0,400000,66.78,SFH,OO,1
23774,1466797675,720,FL,33445,243411.89,0.0275,1688.07,0.0,C,180,08/05/2020,176,0.0,650000,37.45,SFH,OO,1
27204,1469079659,720,CO,80538,339593.75,0.02625,2326.8,0.0,C,180,08/26/2020,176,0.0,486000,69.88,SFH,OO,1
16136,1466690722,720,IN,46041,194175.61,0.03625,893.86,0.0,C,360,06/17/2020,354,0.0,245000,79.26,SFH,OO,1
25733,1466825427,720,AR,72903,417256.79,0.02875,1763.29,0.0,C,360,08/19/2020,355,0.0,555000,75.18,SFH,OO,1
3251,1448964872,720,VA,23454,382576.11,0.035,1757.56,0.0,C,360,10/24/2019,346,0.0,750000,51.01,SFH,OO,1
