index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
8872,1463470656,720,GA,30518,258978.11,0.03125,1267.55,0.0,C,300,04/27/2020,292,0.0,345000,75.07,SFH,OO,1
10852,1463502136,720,AZ,85041,295037.41,0.0325,1299.09,149.25,C,360,05/14/2020,353,0.0,315000,93.66,SFH,OO,1
3694,1448975498,720,MD,21133,339793.81,0.04,1661.41,0.0,C,360,11/15/2019,347,0.0,435000,78.11,SFH,OO,1
32296,1469147027,720,FL,33810,125198.38,0.0225,831.85,0.0,C,180,09/22/2020,177,0.0,212000,59.06,SFH,OO,1
26764,1469073413,720,IL,62040,62119.3,0.0275,610.45,0.0,C,120,08/24/2020,116,0.0,86000,72.23,SFH,OO,1
30888,1469129793,720,FL,32765,352409.92,0.025,1400.31,0.0,C,360,09/17/2020,357,0.0,443800,79.41,SFH,OO,1
47797,1473114963,720,AZ,85614,99611.24,0.02875,414.89,0.0,C,360,11/06/2020,358,0.0,135000,73.79,SFH,OO,1
8168,1463459022,720,GA,30024,343810.6,0.025,2380.44,0.0,C,180,04/21/2020,172,0.0,540000,63.67,SFH,OO,1
14317,1466668231,720,FL,33625,222668.81,0.03,948.61,33.83,C,360,06/05/2020,354,0.0,276000,80.68,SFH,OO,1
48146,1473118881,720,TX,78249,220209.68,0.02875,1514.26,0.0,C,180,11/09/2020,179,0.0,323000,68.18,SFH,OO,1
848,1440040283,720,NV,89523,260043.1,0.03375,1268.82,0.0,C,360,01/12/2017,313,0.0,0,0.0,SFH,OO,1
51646,1473167888,720,OR,97068,403172.68,0.02625,1624.68,0.0,C,360,11/19/2020,359,0.0,540000,74.66,SFH,OO,1
23299,1466789912,720,TX,77385,161311.07,0.02875,1129.57,0.0,C,180,07/31/2020,175,0.0,250000,64.52,SFH,OO,1
12557,1466639703,720,NC,27587,259025.89,0.0275,1815.31,0.0,C,180,05/22/2020,173,0.0,390000,66.42,SFH,OO,1
17629,1466712039,720,IN,47111,240433.72,0.02875,1343.48,0.0,C,240,06/29/2020,234,0.0,350000,68.7,SFH,OO,1
41939,1473043899,720,ME,3908,307381.72,0.025,2070.38,0.0,C,180,10/26/2020,178,0.0,450000,68.31,SFH,OO,1
4589,1448995108,720,NV,89128,93705.9,0.03625,435.53,0.0,C,360,01/08/2020,348,0.0,160000,58.57,SFH,OO,1
44819,1473076527,720,NC,28078,298661.96,0.0225,1974.98,0.0,C,180,10/29/2020,178,0.0,473000,63.14,SFH,OO,1
19850,1466745104,720,WI,54401,207594.56,0.03125,1189.06,0.0,C,240,07/14/2020,235,0.0,325000,63.88,SFH,OO,1
5604,1463416089,720,SC,29322,129513.79,0.03375,963.91,0.0,C,180,02/26/2020,169,0.0,210000,61.67,SFH,OO,1
14789,1466674098,720,SC,29067,134486.33,0.0275,941.59,0.0,C,180,06/08/2020,174,0.0,185000,72.7,SFH,OO,1
49513,1473136354,720,CT,6010,188234.74,0.0275,769.94,0.0,C,360,11/16/2020,359,0.0,260000,72.4,SFH,OO,1
40494,1469247140,720,VA,22602,108393.04,0.02625,1043.23,0.0,C,120,10/20/2020,118,0.0,384000,28.23,SFH,OO,1
