index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
27308,1469080871,720,FL,33904,164856.22,0.02375,1110.35,30.8,C,180,08/27/2020,176,0.0,200000,82.43,SFH,OO,1
11153,1463506186,720,TX,75551,146653.32,0.03375,860.34,0.0,C,240,05/11/2020,233,0.0,190000,77.19,SFH,OO,1
3165,1448963536,720,WA,99216,157303.56,0.0325,713.74,0.0,C,360,10/24/2019,342,0.0,238000,66.09,SFH,OO,1
29152,1469105587,720,GA,30024,220970.2,0.025,1197.58,0.0,C,240,09/01/2020,235,0.0,385000,57.39,SFH,OO,1
3758,1448976611,720,TX,77008,224047.3,0.02875,1647.11,0.0,C,180,11/20/2019,166,0.0,362000,61.89,SFH,OO,1
2154,1448938181,720,MN,55811,146562.99,0.04875,793.81,0.0,C,360,06/26/2019,342,0.0,232500,63.04,SFH,OO,1
25003,1466815527,720,AZ,85298,275253.89,0.02875,1157.55,0.0,C,360,08/14/2020,356,0.0,500000,55.05,SFH,OO,1
19081,1466732797,720,CA,94523,374198.28,0.03,1606.31,0.0,C,360,07/09/2020,347,0.0,900000,41.58,SFH,OO,1
9092,1463475721,720,NJ,7011,407731.44,0.03125,1782.04,0.0,C,360,04/30/2020,352,0.0,520000,78.41,SFH,OO,2
22970,1466785654,720,KS,66109,165753.18,0.025,1133.54,0.0,C,180,07/31/2020,175,0.0,255000,65.0,SFH,OO,1
28662,1469099954,720,CA,92870,599214.77,0.03125,2589.53,0.0,C,360,09/02/2020,355,0.0,850000,70.5,SFH,OO,1
14302,1466668058,720,NE,68135,267959.77,0.02875,1885.05,0.0,C,180,06/04/2020,174,0.0,390000,68.71,SFH,OO,1
22432,1466778923,720,CA,95355,240055.01,0.0325,1056.25,0.0,C,360,07/29/2020,354,0.0,381500,62.92,SFH,OO,1
43043,1473056388,720,FL,33330,508530.92,0.02625,2050.02,0.0,C,360,10/27/2020,358,0.0,850700,59.78,SFH,OO,1
40756,1469250136,720,NC,27526,245317.23,0.0275,1005.09,0.0,C,360,10/20/2020,358,0.0,335000,73.23,SFH,OO,1
17802,1466714043,720,CA,90732,471365.15,0.03,2008.1,0.0,C,360,07/01/2020,354,0.0,645000,73.08,SFH,OO,1
24127,1466803747,720,CA,94603,366712.1,0.0275,2538.04,0.0,C,180,08/10/2020,176,0.0,550000,66.67,SFH,OO,1
47466,1473111191,720,SC,29414,108787.73,0.0225,416.65,0.0,C,360,11/09/2020,359,0.0,235000,46.29,SFH,OO,1
8439,1463464295,720,LA,70119,161254.08,0.03375,722.83,0.0,C,360,04/27/2020,352,0.0,218000,73.97,SFH,OO,1
28977,1469103491,720,TX,78613,494334.98,0.03,2132.26,0.0,C,360,09/02/2020,346,0.0,710000,69.62,SFH,OO,1
30343,1469123143,720,WA,98001,242318.86,0.03,1028.71,0.0,C,360,09/08/2020,356,0.0,450000,53.85,SFH,OO,1
9547,1463483428,720,KY,41091,147448.18,0.03,1060.73,0.0,C,180,04/30/2020,171,0.0,192000,76.8,SFH,OO,1
46777,1473101101,720,CA,93551,146312.66,0.0225,962.97,0.0,C,180,11/04/2020,179,0.0,400000,36.58,SFH,OO,1
15180,1466678685,720,AR,72756,144194.22,0.02625,1035.94,0.0,C,180,06/10/2020,174,0.0,380000,37.95,SFH,OO,1
7864,1463454601,720,FL,34223,269404.03,0.03625,1244.11,0.0,C,360,04/20/2020,352,0.0,341000,79.0,SFH,OO,1
