index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
48215,1473119657,720,FL,33150,509047.38,0.025,2015.12,0.0,C,360,11/10/2020,359,0.0,850000,59.89,SFH,OO,1
44612,1473074175,720,MD,20815,488753.55,0.02375,1906.83,0.0,C,360,10/29/2020,358,0.0,725000,67.41,SFH,OO,1
20703,1466755574,720,GA,30666,257306.19,0.03,1096.17,0.0,C,360,07/20/2020,354,0.0,450000,57.18,SFH,OO,1
50533,1473148029,720,FL,32779,126648.5,0.03,605.2,0.0,C,300,11/18/2020,298,0.0,325000,38.97,SFH,OO,1
5196,1449010238,720,FL,33904,160505.31,0.0325,1196.29,0.0,C,180,02/14/2020,172,0.0,245000,65.51,SFH,OO,1
18269,1466719877,720,CO,80504,447453.38,0.02875,1879.46,0.0,C,360,07/01/2020,354,0.0,730000,61.29,SFH,OO,1
46439,1473097390,720,UT,84032,219919.17,0.0225,1456.25,0.0,C,180,11/04/2020,178,0.0,450000,48.87,SFH,OO,1
35647,1469188351,720,FL,32009,238132.53,0.0225,1595.13,0.0,C,180,09/30/2020,176,0.0,325000,73.27,SFH,OO,1
14798,1466674189,720,MN,55378,132543.76,0.0275,950.07,0.0,C,180,06/09/2020,172,0.0,210000,63.12,SFH,OO,1
10024,1463489755,720,AL,36693,251041.97,0.02875,1782.59,0.0,C,180,04/30/2020,172,0.0,330000,76.07,SFH,OO,1
4309,1448989085,720,GA,30319,126825.27,0.0425,634.6,0.0,C,360,12/20/2019,348,0.0,188000,67.46,SFH,OO,1
23851,1466798574,720,FL,32779,190273.0,0.0275,783.82,0.0,C,360,08/05/2020,355,0.0,350000,54.36,SFH,OO,1
34900,1469179079,720,AZ,85283,205446.48,0.03,871.17,0.0,C,360,09/30/2020,357,0.0,300000,68.48,SFH,OO,1
21840,1466769948,720,GA,30224,203156.08,0.0275,836.89,0.0,C,360,07/27/2020,355,0.0,307000,66.17,SFH,OO,1
45756,1473088514,720,FL,33484,213632.77,0.03,902.23,0.0,C,360,11/02/2020,359,0.0,396000,53.95,SFH,OO,1
46744,1473100756,720,CA,93401,341392.44,0.02875,1418.93,0.0,C,360,11/03/2020,359,0.0,575000,59.37,SFH,OO,1
44997,1473079802,720,CA,94566,387400.94,0.025,2607.15,0.0,C,180,10/28/2020,178,0.0,700000,55.34,SFH,OO,1
46526,1473098331,720,VA,23188,171545.59,0.0225,1139.85,0.0,C,180,11/04/2020,177,0.0,258000,66.49,SFH,OO,1
3514,1448971133,720,NC,28374,136987.24,0.0375,648.36,0.0,C,360,11/01/2019,346,0.0,226000,60.61,SFH,OO,1
6626,1463434249,720,FL,33547,177972.7,0.03,763.1,36.2,C,360,03/30/2020,351,0.0,218000,81.64,SFH,OO,1
32548,1469149908,720,CA,93561,262110.87,0.02875,1093.24,0.0,C,360,09/23/2020,357,0.0,400000,65.53,SFH,OO,1
38624,1469225781,720,CA,95358,338064.53,0.02875,1592.17,221.26,C,300,10/14/2020,297,0.0,371000,91.12,SFH,OO,1
29473,1469113003,720,SC,29579,348940.24,0.02875,1477.7,0.0,C,360,09/08/2020,346,0.0,505000,69.1,SFH,OO,1
4335,1448989457,720,NJ,7746,401161.76,0.03,2928.07,0.0,C,180,12/26/2019,168,0.0,580000,69.17,SFH,OO,1
