index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
46340,1473096301,720,AR,72756,327437.14,0.03,1382.86,0.0,C,360,11/03/2020,359,0.0,410000,79.86,SFH,OO,1
12705,1466644174,720,TX,76706,205661.55,0.035,1515.55,0.0,C,180,05/26/2020,173,0.0,265000,77.61,SFH,OO,1
21668,1466767868,720,KY,40299,214741.9,0.0275,1182.86,0.0,C,240,07/24/2020,235,0.0,315000,68.17,SFH,OO,1
25314,1466819370,720,VA,20147,353547.18,0.03,1500.91,0.0,C,360,08/17/2020,356,0.0,445000,79.45,SFH,OO,1
19914,1466745914,720,NJ,8406,316397.91,0.03,1345.55,0.0,C,360,07/15/2020,355,0.0,456000,69.39,SFH,OO,1
21893,1466770524,720,MA,1854,215757.76,0.03,1219.01,0.0,C,240,07/24/2020,234,0.0,315000,68.49,SFH,OO,1
20201,1466749445,720,FL,32958,147164.25,0.0275,606.24,0.0,C,360,07/16/2020,355,0.0,290000,50.75,SFH,OO,1
15424,1466681796,720,RI,2806,496740.2,0.0325,2186.04,0.0,C,360,06/15/2020,354,0.0,700000,70.96,SFH,OO,1
23847,1466798517,720,GA,30310,158620.27,0.03,674.57,0.0,C,360,07/31/2020,355,0.0,230000,68.97,SFH,OO,1
41495,1469258410,720,MD,20901,331576.16,0.02625,1813.52,0.0,C,240,10/21/2020,233,0.0,445000,74.51,SFH,OO,1
51234,1473156808,720,AZ,85205,146836.15,0.0225,562.67,0.0,C,360,11/18/2020,359,0.0,275485,53.3,SFH,OO,1
14893,1466675327,720,MD,20603,157313.61,0.03125,681.97,0.0,C,360,06/08/2020,353,0.0,294000,53.51,SFH,OO,1
24066,1466802996,720,AZ,85234,430647.46,0.02875,1803.06,0.0,C,360,08/10/2020,356,0.0,625000,68.9,SFH,OO,1
36284,1469196248,720,VA,22204,498758.47,0.03,2113.5,0.0,C,360,10/02/2020,358,0.0,850000,58.68,SFH,OO,1
1976,1448931707,720,GA,30349,111255.24,0.05,622.71,0.0,C,360,05/10/2019,340,0.0,145000,76.73,SFH,OO,1
41108,1469254153,720,CA,92688,321957.85,0.0225,2129.03,0.0,C,180,10/21/2020,178,0.0,850000,37.88,SFH,OO,1
6228,1463428068,720,WY,82609,489164.03,0.025,3403.29,0.0,C,180,03/25/2020,171,0.0,900000,54.35,SFH,OO,1
30500,1469124877,720,VA,24522,162917.21,0.02625,658.71,0.0,C,360,09/14/2020,357,0.0,215000,75.78,SFH,OO,1
42614,1473051454,720,GA,30252,108295.1,0.02875,452.23,0.0,C,360,10/26/2020,357,0.0,200000,54.15,SFH,OO,1
