index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
50678,1473149688,720,OH,43119,95828.09,0.0275,391.91,0.0,C,360,11/19/2020,359,0.0,149500,64.1,SFH,OO,1
29931,1469118465,720,CA,92882,326390.07,0.025,1302.97,0.0,C,360,09/11/2020,356,0.0,567000,57.56,SFH,OO,1
35327,1469183816,720,IN,46804,84402.39,0.0225,810.3,0.0,C,120,09/30/2020,115,0.0,215000,39.26,SFH,OO,1
227,1440015475,720,MD,21131,341499.13,0.0325,2357.27,0.0,C,240,07/06/2016,187,0.0,530000,64.43,SFH,OO,1
2059,1448934602,720,AZ,85718,82622.52,0.045,430.68,0.0,C,360,06/11/2019,342,0.0,192000,43.03,SFH,OO,1
44752,1473075743,720,TX,75770,254079.23,0.02875,1062.08,0.0,C,360,10/30/2020,355,0.0,495000,51.33,SFH,OO,1
40868,1469251415,720,NJ,8096,170916.68,0.025,1150.21,0.0,C,180,10/19/2020,178,0.0,270000,63.3,SFH,OO,1
32439,1469148678,720,NV,89123,170059.67,0.02625,686.82,0.0,C,360,09/22/2020,357,0.0,285000,59.67,SFH,OO,1
8800,1463469609,720,CO,80513,384598.84,0.03,1644.26,74.75,C,360,04/27/2020,352,0.0,445000,86.43,SFH,OO,1
28938,1469103061,720,IL,62258,115136.79,0.02375,782.56,0.0,C,180,09/04/2020,176,0.0,155000,74.28,SFH,OO,1
5151,1449009107,720,TX,75951,165708.66,0.0325,970.47,0.0,C,240,02/13/2020,230,0.0,296000,55.98,SFH,OO,1
38793,1469227662,720,TX,77480,199339.69,0.03,844.17,0.0,C,360,10/14/2020,358,0.0,275000,72.49,SFH,OO,1
48710,1473125332,720,MA,1473,343640.25,0.03125,1477.04,0.0,C,360,11/09/2020,358,0.0,431000,79.73,SFH,OO,1
4692,1448998250,720,UT,84403,132822.18,0.04125,1038.0,0.0,C,180,01/15/2020,169,0.0,200000,66.41,SFH,OO,2
6480,1463432011,720,AZ,85336,119101.46,0.0525,670.93,0.0,C,360,03/27/2020,342,0.0,162000,73.52,SFH,OO,1
40188,1469243602,720,CA,94530,396255.81,0.0225,2620.34,0.0,C,180,10/20/2020,178,0.0,880000,45.03,SFH,OO,1
23457,1466793807,720,AZ,85295,216767.5,0.03,921.85,0.0,C,360,08/05/2020,355,0.0,300000,72.26,SFH,OO,1
20504,1466753116,720,OR,97838,223753.81,0.03375,997.37,0.0,C,360,07/20/2020,355,0.0,282000,79.35,SFH,OO,1
8711,1463468437,720,GA,30213,75514.8,0.03375,338.65,0.0,C,360,04/22/2020,352,0.0,100000,75.51,SFH,OO,1
35995,1469193005,720,IL,60451,216408.97,0.025,877.3,0.0,C,360,10/05/2020,358,0.0,330000,65.58,SFH,OO,1
19557,1466738836,720,TX,77375,192002.21,0.0325,842.57,0.0,C,360,07/13/2020,355,0.0,265000,72.45,SFH,OO,1
38323,1469221723,720,CO,80249,410553.71,0.02875,1709.36,89.27,C,360,10/14/2020,358,0.0,479999,85.53,SFH,OO,1
45869,1473090932,720,NC,28078,244273.36,0.0225,935.55,0.0,C,360,11/02/2020,359,0.0,430000,56.81,SFH,OO,1
47525,1473111811,720,IL,60659,375734.86,0.0225,2472.95,0.0,C,180,11/09/2020,179,0.0,543000,69.2,SFH,OO,1
35610,1469187551,720,NV,89048,145952.15,0.025,578.85,0.0,C,360,10/05/2020,358,0.0,280000,52.13,SFH,OO,1
15001,1466676572,720,CO,80817,207798.09,0.02875,879.57,0.0,C,360,06/11/2020,353,0.0,370000,56.16,SFH,OO,1
26778,1469073595,720,AL,35160,426540.77,0.03,1810.79,0.0,C,360,08/24/2020,356,0.0,586000,72.79,SFH,OO,1
15263,1466679733,720,FL,34688,381345.83,0.0325,1682.07,0.0,C,360,06/11/2020,354,0.0,629000,60.63,SFH,OO,1
27062,1469078008,720,FL,34695,206225.22,0.0325,905.23,0.0,C,360,08/27/2020,356,0.0,370000,55.74,SFH,OO,1
11384,1463509610,720,SC,29505,91600.67,0.0275,644.69,0.0,C,180,05/18/2020,173,0.0,223000,41.08,SFH,OO,1
34595,1469175689,720,MA,1583,154147.64,0.02625,622.56,0.0,C,360,09/24/2020,357,0.0,278000,55.45,SFH,OO,1
11311,1463508299,720,CA,92325,151989.55,0.03375,680.83,0.0,C,360,05/15/2020,352,0.0,234000,64.95,SFH,OO,1
30982,1469130858,720,AZ,85128,324141.77,0.02375,2220.03,0.0,C,180,09/16/2020,172,0.0,475000,68.24,SFH,OO,1
26143,1469066029,720,PA,17025,128802.21,0.0225,860.78,0.0,C,180,08/20/2020,176,0.0,165000,78.06,SFH,OO,1
36839,1469203762,720,GA,30165,100633.37,0.02875,419.04,0.0,C,360,10/07/2020,358,0.0,150000,67.09,SFH,OO,1
39006,1469230047,720,FL,33183,333442.86,0.0275,1545.39,0.0,C,300,10/16/2020,298,0.0,488000,68.33,SFH,OO,1
20309,1466750781,720,VA,20176,322090.55,0.0275,2236.26,0.0,C,180,07/17/2020,175,0.0,440000,73.2,SFH,OO,1
28730,1469100737,720,CO,80919,230166.3,0.02625,929.58,0.0,C,360,09/03/2020,357,0.0,400000,57.54,SFH,OO,1
9062,1463475267,720,CA,92129,365562.71,0.02875,2601.43,0.0,C,180,04/27/2020,172,0.0,1050000,34.82,SFH,OO,1
17420,1466709381,720,GA,30019,128595.22,0.0275,530.71,0.0,C,360,06/24/2020,354,0.0,220000,58.45,SFH,OO,1
8583,1463466423,720,VA,20141,352350.68,0.0325,1556.73,0.0,C,360,04/24/2020,351,0.0,515000,68.42,SFH,OO,1
9963,1463488831,720,TX,75002,289714.35,0.03125,1268.42,71.56,C,360,05/04/2020,347,0.0,318000,91.11,SFH,OO,1
9335,1463480390,720,VA,22066,416939.82,0.02375,4154.17,0.0,C,120,04/30/2020,112,0.0,999999,41.69,SFH,OO,1
7037,1463441202,720,CT,6032,240335.05,0.0275,1696.55,0.0,C,180,04/06/2020,172,0.0,370000,64.96,SFH,OO,1
41202,1469255192,720,WI,53142,168875.91,0.0225,880.27,0.0,C,240,10/21/2020,238,0.0,260000,64.95,SFH,OO,1
12083,1466633078,720,GA,30114,207220.08,0.03375,926.63,111.79,C,360,05/20/2020,353,0.0,222000,93.34,SFH,OO,1
39527,1469236010,720,MA,1886,342453.32,0.0225,2266.03,0.0,C,180,10/16/2020,178,0.0,525000,65.23,SFH,OO,1
14358,1466668769,720,NJ,8879,316611.04,0.03125,2265.21,0.0,C,180,06/08/2020,174,0.0,415000,76.29,SFH,OO,1
2352,1448944148,720,TX,79912,226882.62,0.0375,1079.06,0.0,C,360,07/31/2019,343,0.0,300000,75.63,SFH,OO,1
45715,1473088050,720,NC,27613,272109.54,0.025,1080.66,0.0,C,360,10/30/2020,358,0.0,365000,74.55,SFH,OO,1
25166,1466817598,720,WA,98270,347804.12,0.03375,1550.17,108.11,C,360,08/14/2020,355,0.0,405000,85.88,SFH,OO,1
4904,1449002383,720,TX,78753,225060.13,0.03875,1079.43,0.0,C,360,01/29/2020,349,0.0,287000,78.42,SFH,OO,1
8018,1463456846,720,TX,79762,157527.44,0.02875,1122.72,0.0,C,180,04/20/2020,172,0.0,325000,48.47,SFH,OO,1
