index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
32238,1469146375,720,OR,97267,238347.59,0.0225,1585.31,0.0,C,180,09/22/2020,177,0.0,475000,50.18,SFH,OO,1
34532,1469174914,720,NJ,8080,273659.22,0.0225,1818.25,0.0,C,180,09/29/2020,177,0.0,360000,76.02,SFH,OO,1
4739,1448999043,720,FL,32081,194447.09,0.03375,875.35,0.0,C,360,01/15/2020,349,0.0,303000,64.17,SFH,OO,1
42678,1473052205,720,FL,34243,159988.29,0.0225,1057.96,0.0,C,180,10/26/2020,178,0.0,370000,43.24,SFH,OO,1
17253,1466704820,720,PA,19380,237319.92,0.0325,1043.19,0.0,C,360,06/25/2020,354,0.0,300000,79.11,SFH,OO,1
39321,1469233660,720,MN,55112,293147.14,0.0275,1626.5,0.0,C,240,10/19/2020,232,0.0,510000,57.48,SFH,OO,1
12885,1466646385,720,OK,73012,302748.37,0.03,1294.32,74.19,C,360,05/27/2020,352,0.0,367000,82.49,SFH,OO,1
43193,1473058020,720,WA,98005,448605.49,0.0225,2980.64,0.0,C,180,10/28/2020,177,0.0,900000,49.85,SFH,OO,1
26007,1469064446,720,UT,84015,147626.99,0.0275,813.25,0.0,C,240,08/20/2020,235,0.0,250000,59.05,SFH,OO,1
33744,1469165185,720,MI,48442,333735.03,0.0225,1283.2,50.36,C,360,09/25/2020,357,0.0,395000,84.49,SFH,OO,1
12424,1466638044,720,OH,44107,205920.26,0.02625,1446.28,0.0,C,180,05/26/2020,172,0.0,350000,58.83,SFH,OO,1
2052,1448934487,720,WV,26301,114489.92,0.0325,878.34,0.0,C,180,06/04/2019,161,0.0,227000,50.44,SFH,OO,1
19494,1466738075,720,FL,33467,199710.01,0.0275,1100.06,0.0,C,240,07/13/2020,235,0.0,305544,65.36,SFH,OO,1
47292,1473106837,720,OH,45036,229168.79,0.02375,1204.82,21.08,C,240,11/06/2020,239,0.0,285000,80.41,SFH,OO,1
29243,1469108953,720,CA,94501,318203.09,0.025,1264.39,0.0,C,360,09/14/2020,357,0.0,625000,50.91,SFH,OO,1
24932,1466814686,720,OH,43062,131644.48,0.02875,732.06,0.0,C,240,08/17/2020,236,0.0,168500,78.13,SFH,OO,1
6627,1463434256,720,GA,30518,153566.47,0.03,657.7,0.0,C,360,03/30/2020,351,0.0,287000,53.51,SFH,OO,1
18142,1466718283,720,CA,95354,156550.05,0.03,666.98,0.0,C,360,07/01/2020,354,0.0,265000,59.08,SFH,OO,1
19950,1466746326,720,KY,41091,184294.19,0.02875,1290.51,0.0,C,180,07/15/2020,175,0.0,335000,55.01,SFH,OO,1
23146,1466787932,720,MD,21913,200564.67,0.03375,893.92,42.13,C,360,07/31/2020,355,0.0,250000,80.23,SFH,OO,1
3486,1448970556,720,CA,95348,191312.33,0.03125,839.62,0.0,C,360,10/31/2019,346,0.0,245000,78.09,SFH,OO,1
36230,1469195570,720,MD,21045,233248.06,0.0225,1542.41,0.0,C,180,10/05/2020,178,0.0,310000,75.24,SFH,OO,1
37388,1469210015,720,VA,22407,361154.67,0.03,1527.89,0.0,C,360,10/07/2020,358,0.0,453000,79.73,SFH,OO,1
12789,1466645197,720,FL,33705,329350.3,0.03125,1427.91,0.0,C,360,05/26/2020,353,0.0,446000,73.85,SFH,OO,1
31859,1469142093,720,IL,62034,148257.5,0.02375,993.69,48.86,C,180,09/21/2020,177,0.0,155000,95.65,SFH,OO,1
2126,1448936136,720,MD,21237,195713.42,0.0525,1104.41,0.0,C,360,06/11/2019,342,0.0,250000,78.29,SFH,OO,1
39982,1469241259,720,MN,55972,185207.54,0.03375,918.74,0.0,C,300,10/19/2020,298,0.0,300000,61.74,SFH,OO,1
22248,1466776661,720,MA,2360,388545.25,0.03375,1735.23,0.0,C,360,07/29/2020,355,0.0,500000,77.71,SFH,OO,1
12867,1466646161,720,GA,30096,189772.78,0.0325,835.6,0.0,C,360,05/20/2020,353,0.0,275000,69.01,SFH,OO,1
1013,1440045654,720,VA,22554,77559.72,0.03125,1272.52,0.0,C,120,09/29/2017,75,0.0,380000,20.41,SFH,OO,1
25955,1466828017,720,CA,92508,382812.55,0.03375,1710.91,0.0,C,360,08/20/2020,355,0.0,549000,69.73,SFH,OO,1
50442,1473146999,720,PA,18347,124913.18,0.0225,822.13,0.0,C,180,11/12/2020,179,0.0,165000,75.7,SFH,OO,1
24934,1466814702,720,SC,29016,101674.88,0.02875,711.97,0.0,C,180,08/11/2020,175,0.0,260000,39.11,SFH,OO,1
5858,1463422301,720,VA,23139,463498.4,0.03125,2016.31,0.0,C,360,03/24/2020,351,0.0,605000,76.61,SFH,OO,1
5248,1449012275,720,GA,30642,391495.4,0.03,2254.44,0.0,C,240,02/19/2020,229,0.0,900000,43.5,SFH,OO,1
44985,1473078424,720,GA,30701,111171.47,0.03,473.58,0.0,C,360,10/27/2020,354,0.0,145000,76.67,SFH,OO,1
8690,1463467850,720,PA,18092,405953.17,0.025,2821.85,0.0,C,180,04/22/2020,172,0.0,614000,66.12,SFH,OO,1
3584,1448973808,720,MA,1033,248429.17,0.03875,1936.28,0.0,C,180,11/12/2019,167,0.0,330000,75.28,SFH,OO,1
50304,1473145413,720,FL,32608,409265.79,0.0275,1673.79,0.0,C,360,11/17/2020,359,0.0,553000,74.01,SFH,OO,1
26242,1469067134,720,ID,83616,293853.79,0.02625,1206.96,0.0,C,360,09/02/2020,347,0.0,675000,43.53,SFH,OO,1
25786,1466826060,720,MI,49428,193045.45,0.0225,1295.32,0.0,C,180,08/20/2020,175,0.0,320000,60.33,SFH,OO,1
9155,1463476711,720,OR,97051,251304.7,0.0325,1110.3,0.0,C,360,04/29/2020,351,0.0,430000,58.44,SFH,OO,1
43184,1473057923,720,SC,29710,346723.83,0.0225,2292.8,0.0,C,180,10/28/2020,178,0.0,546000,63.5,SFH,OO,1
