index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
3688,1448975357,720,MI,48140,149256.37,0.03625,1145.73,0.0,C,180,10/30/2019,166,0.0,226000,66.04,SFH,OO,1
21978,1466771589,720,RI,2920,152570.63,0.0225,1025.21,0.0,C,180,07/24/2020,175,0.0,250000,61.03,SFH,OO,1
4192,1448985638,720,FL,34953,172809.41,0.03125,1271.31,0.0,C,180,12/16/2019,168,0.0,247000,69.96,SFH,OO,1
30938,1469130379,720,MI,48111,181323.9,0.02875,855.96,0.0,C,300,09/17/2020,296,0.0,235000,77.16,SFH,OO,1
23991,1466800206,720,CT,6460,267047.31,0.03,1133.69,85.15,C,360,08/07/2020,356,0.0,325000,82.17,SFH,OO,1
22509,1466779855,720,KY,40026,145504.4,0.0225,976.08,0.0,C,180,07/30/2020,175,0.0,285000,51.05,SFH,OO,1
31479,1469137770,720,MA,1020,186743.5,0.0225,718.02,0.0,C,360,09/17/2020,357,0.0,314000,59.47,SFH,OO,1
2489,1448947059,720,FL,32312,257583.8,0.0399,2040.16,0.0,C,180,08/21/2019,164,0.0,370000,69.62,SFH,OO,1
44572,1473073714,720,IA,50014,181845.63,0.0275,745.04,0.0,C,360,10/30/2020,358,0.0,309000,58.85,SFH,OO,1
49040,1473129086,720,WI,53527,433029.5,0.025,1714.43,0.0,C,360,11/16/2020,359,0.0,630000,68.73,SFH,OO,1
23133,1466787734,720,AR,72023,153114.87,0.03,862.4,0.0,C,240,07/31/2020,235,0.0,185000,82.76,SFH,OO,1
27552,1469083859,720,FL,32750,268139.72,0.03,1138.33,0.0,C,360,08/28/2020,356,0.0,360600,74.36,SFH,OO,1
36663,1469201790,720,CT,6057,312499.15,0.02875,1301.1,0.0,C,360,10/07/2020,358,0.0,425000,73.53,SFH,OO,1
37851,1469216335,720,FL,32128,205890.05,0.03,871.03,0.0,C,360,10/08/2020,358,0.0,350000,58.83,SFH,OO,1
34707,1469176950,720,CA,91364,353006.56,0.025,1402.68,0.0,C,360,09/28/2020,357,0.0,950000,37.16,SFH,OO,1
13674,1466656665,720,ID,83703,164512.11,0.03125,725.78,0.0,C,360,06/01/2020,336,0.0,300000,54.84,SFH,OO,1
5150,1449009099,720,AL,36502,171907.09,0.035,1030.88,0.0,C,240,02/11/2020,229,0.0,249000,69.04,SFH,OO,1
44918,1473077632,720,AZ,85379,197487.5,0.02625,1065.33,0.0,C,240,10/28/2020,238,0.0,277000,71.3,SFH,OO,1
11002,1463504256,720,IN,46126,121424.29,0.0275,858.23,0.0,C,180,05/14/2020,173,0.0,176000,68.99,SFH,OO,1
31634,1469139578,720,VA,20152,332642.4,0.02875,1389.89,0.0,C,360,09/21/2020,356,0.0,423000,78.64,SFH,OO,1
51542,1473162251,720,WA,98021,598948.15,0.02875,2489.35,85.0,C,360,11/18/2020,359,0.0,725000,82.61,SFH,OO,1
6004,1463424869,720,UT,84040,308117.29,0.03,1319.62,0.0,C,360,03/23/2020,351,0.0,430000,71.66,SFH,OO,1
36277,1469196164,720,GA,30318,482567.03,0.02875,2009.19,0.0,C,360,10/05/2020,358,0.0,750000,64.34,SFH,OO,1
48765,1473125951,720,CA,95219,324639.9,0.0275,1330.46,0.0,C,360,11/13/2020,359,0.0,765000,42.44,SFH,OO,1
18159,1466718531,720,FL,34145,298863.62,0.03,1275.35,0.0,C,360,06/29/2020,355,0.0,550000,54.34,SFH,OO,1
4787,1449000353,720,PA,17339,116012.93,0.03,842.51,0.0,C,180,01/23/2020,169,0.0,155000,74.85,SFH,OO,1
27523,1469083453,720,PA,19034,417852.61,0.02875,1746.7,0.0,C,360,08/28/2020,356,0.0,614000,68.05,SFH,OO,1
35327,1469183816,720,IN,46804,84402.39,0.0225,810.3,0.0,C,120,09/30/2020,115,0.0,215000,39.26,SFH,OO,1
45523,1473085882,720,CA,96140,282970.45,0.025,1120.17,0.0,C,360,11/02/2020,359,0.0,485000,58.34,SFH,OO,1
22936,1466785159,720,AZ,85298,303235.41,0.02625,1651.7,0.0,C,240,07/31/2020,235,0.0,513999,59.0,SFH,OO,1
6485,1463432060,720,GA,30504,266687.69,0.03375,1196.53,0.0,C,360,03/31/2020,351,0.0,370000,72.08,SFH,OO,1
27013,1469077422,720,PA,18062,408107.54,0.02875,1705.21,68.5,C,360,08/27/2020,356,0.0,479000,85.2,SFH,OO,1
15923,1466688114,720,NJ,7071,309969.86,0.02375,2108.34,37.22,C,180,06/17/2020,174,0.0,360000,86.1,SFH,OO,1
40681,1469249286,720,NJ,7960,398818.53,0.02625,1614.64,0.0,C,360,10/20/2020,356,0.0,600000,66.47,SFH,OO,1
26621,1469071771,720,FL,33704,210110.86,0.02875,877.91,0.0,C,360,08/24/2020,356,0.0,750000,28.01,SFH,OO,1
32325,1469147324,720,TX,76120,179183.22,0.03125,772.79,0.0,C,360,09/21/2020,356,0.0,225500,79.46,SFH,OO,1
20502,1466753090,720,GA,30224,97641.7,0.03375,435.91,0.0,C,360,07/16/2020,354,0.0,143000,68.28,SFH,OO,1
12609,1466642988,720,TX,78748,198484.5,0.02625,1389.1,0.0,C,180,05/26/2020,173,0.0,260000,76.34,SFH,OO,1
23425,1466793377,720,VA,23325,182326.02,0.02875,764.55,0.0,C,360,08/03/2020,354,0.0,250000,72.93,SFH,OO,1
14919,1466675624,720,FL,33410,167246.26,0.03875,793.53,0.0,C,360,06/08/2020,354,0.0,225000,74.33,SFH,OO,1
35133,1469181737,720,MN,55057,232942.47,0.0325,1018.82,0.0,C,360,09/30/2020,357,0.0,320000,72.79,SFH,OO,1
45873,1473090973,720,UT,84043,294425.5,0.0225,1127.63,0.0,C,360,11/03/2020,359,0.0,499000,59.0,SFH,OO,1
18981,1466731617,720,MA,1742,422846.52,0.02375,2994.63,0.0,C,180,07/07/2020,165,0.0,900000,46.98,SFH,OO,1
10740,1463500692,720,AZ,85142,358129.36,0.03125,2573.97,0.0,C,180,05/13/2020,173,0.0,500000,71.63,SFH,OO,1
14769,1466673884,720,OH,45371,109940.2,0.03,621.15,0.0,C,240,06/11/2020,234,0.0,208000,52.86,SFH,OO,1
28393,1469096596,720,VA,22043,341475.0,0.02625,1381.68,0.0,C,360,09/01/2020,356,0.0,675000,50.59,SFH,OO,1
23155,1466788054,720,TX,76051,312779.39,0.03,1330.16,0.0,C,360,07/31/2020,355,0.0,437000,71.57,SFH,OO,1
23125,1466787601,720,SC,29063,304309.01,0.03125,1743.2,0.0,C,240,07/31/2020,235,0.0,530000,57.42,SFH,OO,1
26433,1469069460,720,HI,96727,347895.95,0.0275,2443.04,0.0,C,180,08/21/2020,175,0.0,485000,71.73,SFH,OO,1
8471,1463464766,720,CA,95624,162605.17,0.03,1164.32,0.0,C,180,04/20/2020,172,0.0,425000,38.26,SFH,OO,1
13946,1466660063,720,VA,20148,540129.07,0.0275,2283.74,0.0,C,360,06/04/2020,341,0.0,810000,66.68,SFH,OO,1
49462,1473135752,720,NC,27507,203834.33,0.0275,833.63,0.0,C,360,11/16/2020,359,0.0,350000,58.24,SFH,OO,1
27389,1469081853,720,AZ,85225,230353.42,0.02625,933.84,0.0,C,360,08/24/2020,355,0.0,335000,68.76,SFH,OO,1
41773,1469261703,720,TN,37725,242706.69,0.0225,1604.96,0.0,C,180,10/26/2020,178,0.0,365000,66.49,SFH,OO,1
35779,1469189854,720,IN,46385,119578.76,0.02875,497.87,0.0,C,360,10/05/2020,358,0.0,255000,46.89,SFH,OO,1
32003,1469143745,720,MO,63104,293676.02,0.03375,1304.64,0.0,C,360,09/21/2020,357,0.0,410000,71.63,SFH,OO,1
28127,1469090607,720,VA,22407,323362.14,0.025,1287.32,0.0,C,360,08/31/2020,356,0.0,550000,58.79,SFH,OO,1
38737,1469227084,720,IN,47462,226719.69,0.025,900.88,0.0,C,360,10/16/2020,357,0.0,380000,59.66,SFH,OO,1
45422,1473084760,720,NJ,8831,739247.55,0.025,4975.58,0.0,C,180,10/28/2020,178,0.0,999999,73.92,SFH,OO,1
154,1440012159,720,MI,48322,234803.18,0.03625,1182.77,0.0,C,360,06/10/2016,305,0.0,325000,72.25,SFH,OO,1
33718,1469164907,720,MN,55443,358628.95,0.025,1428.36,66.28,C,360,09/24/2020,356,0.0,402500,89.1,SFH,OO,1
