index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
10255,1463492965,720,DE,19939,259672.44,0.03,1850.76,0.0,C,180,05/05/2020,173,0.0,400000,64.92,SFH,OO,1
3625,1448974467,720,OH,44256,192558.43,0.02875,1423.94,0.0,C,180,11/15/2019,166,0.0,260000,74.06,SFH,OO,1
19461,1466737622,720,MI,48327,149499.6,0.03,635.78,0.0,C,360,07/13/2020,355,0.0,205000,72.93,SFH,OO,1
12292,1466636261,720,KY,40299,228641.73,0.02375,1569.69,0.0,C,180,05/22/2020,172,0.0,350000,65.33,SFH,OO,1
50882,1473151940,720,NJ,7030,268980.14,0.02625,1084.46,0.0,C,360,11/19/2020,358,0.0,950000,28.31,SFH,OO,1
31300,1469134587,720,MA,2122,101235.54,0.025,403.02,0.0,C,360,09/16/2020,356,0.0,450000,22.5,SFH,OO,1
7100,1463443620,720,IN,47172,236848.28,0.0325,1047.76,46.14,C,360,04/10/2020,352,0.0,260000,91.1,SFH,OO,1
32773,1469152407,720,WA,98253,149192.32,0.0275,612.36,0.0,C,360,09/23/2020,357,0.0,415000,35.95,SFH,OO,1
19520,1466738380,720,TX,79118,141987.65,0.02625,977.42,23.01,C,180,07/13/2020,175,0.0,176000,80.67,SFH,OO,1
47178,1473105573,720,MO,63017,183054.94,0.0225,1205.36,0.0,C,180,11/06/2020,179,0.0,400000,45.76,SFH,OO,1
22814,1466783634,720,NC,28270,383591.49,0.02875,1605.63,0.0,C,360,07/31/2020,355,0.0,558000,68.74,SFH,OO,1
33726,1469164980,720,GA,30024,414658.43,0.025,1647.65,0.0,C,360,09/28/2020,357,0.0,525000,78.98,SFH,OO,1
4850,1449001468,720,TN,37753,182946.87,0.03875,880.28,0.0,C,360,01/24/2020,344,0.0,234000,78.18,SFH,OO,1
40198,1469243743,720,IN,46260,250648.22,0.0225,1665.36,0.0,C,180,10/20/2020,177,0.0,501000,50.03,SFH,OO,1
26268,1469067472,720,NC,27615,316248.54,0.0275,1743.06,0.0,C,240,08/21/2020,236,0.0,530000,59.67,SFH,OO,1
41499,1469258451,720,CO,80005,288082.42,0.0225,1501.64,0.0,C,240,10/23/2020,238,0.0,480000,60.02,SFH,OO,1
22307,1466777479,720,CA,95124,501748.64,0.02625,2033.96,0.0,C,360,07/30/2020,355,0.0,1430000,35.09,SFH,OO,1
51120,1473155263,720,NV,89031,235968.73,0.02875,982.47,0.0,C,360,11/19/2020,358,0.0,296000,79.72,SFH,OO,1
41650,1469260242,720,FL,32246,221203.99,0.0275,906.3,0.0,C,360,10/23/2020,358,0.0,354000,62.49,SFH,OO,1
47030,1473103917,720,MA,2129,562217.67,0.025,3800.7,0.0,C,180,11/06/2020,178,0.0,1185000,47.44,SFH,OO,2
27079,1469078198,720,UT,84120,267606.34,0.0275,1102.25,0.0,C,360,08/26/2020,356,0.0,370000,72.33,SFH,OO,1
17306,1466705462,720,NC,28451,123053.32,0.0325,895.9,0.0,C,180,06/25/2020,172,0.0,170000,72.38,SFH,OO,1
30030,1469119562,720,WA,98604,269571.31,0.02875,1124.36,0.0,C,360,09/08/2020,357,0.0,365000,73.86,SFH,OO,1
8064,1463457539,720,TX,76248,394802.02,0.03375,1768.38,0.0,C,360,04/22/2020,352,0.0,500000,78.96,SFH,OO,1
28840,1469101941,720,MD,20721,377617.39,0.0225,2508.97,0.0,C,180,09/04/2020,177,0.0,548000,68.91,SFH,OO,1
14920,1466675632,720,WI,53181,153493.57,0.03375,685.25,0.0,C,360,06/10/2020,354,0.0,262000,58.59,SFH,OO,1
22016,1466773940,720,VA,22554,439417.14,0.03375,1958.49,0.0,C,360,07/28/2020,355,0.0,565000,77.77,SFH,OO,1
48050,1473117792,720,CA,92082,471988.66,0.03,1993.34,0.0,C,360,11/10/2020,359,0.0,740000,63.78,SFH,OO,1
50780,1473150827,720,WA,98374,428391.95,0.025,1699.02,0.0,C,360,11/19/2020,358,0.0,540000,79.33,SFH,OO,1
28854,1469102105,720,MO,64086,419753.23,0.02375,2821.45,0.0,C,180,09/04/2020,177,0.0,645000,65.08,SFH,OO,1
24752,1466812482,720,GA,30064,304553.11,0.02375,2942.26,0.0,C,120,08/10/2020,116,0.0,510000,59.72,SFH,OO,1
39600,1469236838,720,ME,3903,304308.99,0.0225,1167.76,0.0,C,360,10/13/2020,358,0.0,440000,69.16,SFH,OO,1
42904,1473054854,720,CA,92251,102389.27,0.0225,392.91,0.0,C,360,10/27/2020,358,0.0,240000,42.66,SFH,OO,1
31288,1469134462,720,TX,77433,165166.16,0.02875,1159.0,0.0,C,180,09/17/2020,174,0.0,348016,47.46,SFH,OO,1
13653,1466656376,720,NJ,7017,207716.04,0.03625,957.71,0.0,C,360,06/01/2020,353,0.0,300000,69.24,SFH,OO,3
1518,1448914935,720,SC,29101,133495.29,0.03875,1136.83,0.0,C,180,06/22/2018,149,0.0,203000,65.76,SFH,OO,1
38713,1469226821,720,MS,38672,223502.56,0.025,888.03,0.0,C,360,10/15/2020,358,0.0,295000,75.76,SFH,OO,1
24404,1466807227,720,NC,28659,220656.76,0.0275,1530.97,0.0,C,180,08/11/2020,176,0.0,320000,68.96,SFH,OO,1
48542,1473123402,720,IL,60089,287876.6,0.0225,1894.7,0.0,C,180,11/13/2020,179,0.0,475000,60.61,SFH,OO,1
47551,1473112082,720,NJ,7751,311594.69,0.03,1484.28,57.38,C,300,11/09/2020,298,0.0,360000,86.55,SFH,OO,1
38881,1469228587,720,GA,30319,302614.1,0.025,2047.04,0.0,C,180,10/16/2020,177,0.0,550000,55.02,SFH,OO,1
42309,1473048039,720,UT,84065,258280.79,0.0225,1346.3,0.0,C,240,10/26/2020,238,0.0,500000,51.66,SFH,OO,1
41260,1469255820,720,VA,22630,174172.52,0.0275,714.42,0.0,C,360,10/21/2020,358,0.0,250000,69.67,SFH,OO,1
42065,1473045282,720,PA,19008,261275.74,0.0225,1735.97,0.0,C,180,10/26/2020,177,0.0,625000,41.8,SFH,OO,1
48163,1473119095,720,TX,78023,183856.15,0.02875,1014.47,0.0,C,240,11/09/2020,238,0.0,260000,70.71,SFH,OO,1
27396,1469081929,720,WA,98611,198815.69,0.02875,840.16,0.0,C,360,08/26/2020,348,0.0,500000,39.76,SFH,OO,1
23578,1466795315,720,NC,28358,212131.27,0.02875,889.53,0.0,C,360,08/05/2020,354,0.0,268000,79.15,SFH,OO,1
39085,1469230989,720,CA,93263,237309.21,0.025,941.18,0.0,C,360,10/15/2020,358,0.0,315000,75.34,SFH,OO,1
47696,1473113809,720,VA,22307,349858.93,0.02625,1407.79,0.0,C,360,11/09/2020,359,0.0,600000,58.31,SFH,OO,1
49746,1473138921,720,CA,95361,206516.92,0.02875,968.21,0.0,C,300,11/16/2020,299,0.0,550000,37.55,SFH,OO,1
34173,1469170839,720,CA,91710,495787.09,0.03,2101.27,0.0,C,360,09/29/2020,357,0.0,623000,79.58,SFH,OO,1
42514,1473050365,720,CA,92127,301890.41,0.02625,1217.0,0.0,C,360,10/26/2020,358,0.0,999999,30.19,SFH,OO,1
14554,1466671292,720,TN,37064,244577.82,0.02875,1728.58,0.0,C,180,06/10/2020,173,0.0,515000,47.49,SFH,OO,1
5228,1449011996,720,AZ,86403,152505.59,0.03875,728.87,0.0,C,360,02/18/2020,350,0.0,242000,63.02,SFH,OO,1
43045,1473056404,720,CA,92054,385637.76,0.0225,1482.16,0.0,C,360,10/27/2020,358,0.0,900000,42.85,SFH,OO,1
13501,1466654454,720,AZ,85037,191519.51,0.0275,796.07,0.0,C,360,06/01/2020,352,0.0,245000,78.17,SFH,OO,1
44321,1473070835,720,AZ,86406,328055.86,0.03125,1410.05,0.0,C,360,10/30/2020,358,0.0,457000,71.78,SFH,OO,1
21284,1466762968,720,NV,89005,237741.06,0.0275,979.78,0.0,C,360,07/22/2020,355,0.0,330000,72.04,SFH,OO,1
18100,1466717723,720,MD,21043,308355.89,0.035,1563.45,0.0,C,300,06/29/2020,294,0.0,461500,66.82,SFH,OO,1
33974,1469167710,720,AZ,85138,181060.7,0.03,767.32,0.0,C,360,09/28/2020,357,0.0,240000,75.44,SFH,OO,1
4774,1448999688,720,VA,24018,192976.48,0.0425,964.2,0.0,C,360,01/22/2020,349,0.0,245000,78.77,SFH,OO,1
46771,1473101036,720,CA,90803,613901.45,0.02875,2551.59,0.0,C,360,11/05/2020,359,0.0,900000,68.21,SFH,OO,1
29169,1469105769,720,NC,28752,103295.84,0.02875,431.49,0.0,C,360,09/04/2020,357,0.0,152000,67.96,SFH,OO,1
22080,1466774690,720,WA,98372,234868.23,0.0275,967.53,0.0,C,360,07/28/2020,355,0.0,999999,23.49,SFH,OO,1
21495,1466765631,720,CA,95315,464471.99,0.03,2232.11,0.0,C,300,07/24/2020,295,0.0,680000,68.3,SFH,OO,1
39489,1469235582,720,IN,47874,186341.35,0.03,1298.29,0.0,C,180,10/19/2020,178,0.0,236000,78.96,SFH,OO,1
33546,1469162919,720,GA,30281,119326.15,0.025,474.15,0.0,C,360,09/28/2020,357,0.0,150000,79.55,SFH,OO,1
32423,1469148488,720,CT,6082,204684.58,0.0225,1071.86,0.0,C,240,09/22/2020,237,0.0,294300,69.55,SFH,OO,1
32306,1469147126,720,MI,48420,128275.61,0.025,509.71,0.0,C,360,09/22/2020,357,0.0,181000,70.87,SFH,OO,1
26319,1469068108,720,FL,32162,181879.65,0.03125,882.18,0.0,C,300,08/21/2020,296,0.0,282000,64.5,SFH,OO,1
6431,1463431302,720,FL,34609,151485.33,0.03,735.03,0.0,C,300,03/30/2020,290,0.0,208000,72.83,SFH,OO,1
698,1440033809,720,GA,30120,87433.05,0.0275,1335.75,0.0,C,120,11/16/2016,71,0.0,298000,29.34,SFH,OO,1
5331,1449013919,720,TX,79404,127747.03,0.0325,567.94,0.0,C,360,02/21/2020,350,0.0,181000,70.58,SFH,OO,1
44,1440007449,720,CT,6850,43571.67,0.02875,1343.79,0.0,C,120,04/29/2016,60,0.0,255000,17.09,SFH,OO,1
46002,1473092516,720,WA,98340,99809.27,0.02375,388.65,0.0,C,360,11/03/2020,359,0.0,525000,19.01,SFH,OO,1
31797,1469141376,720,CO,80228,361406.43,0.0225,2404.16,0.0,C,180,09/21/2020,177,0.0,710000,50.9,SFH,OO,1
30598,1469125981,720,MD,20901,295898.09,0.0275,1214.52,0.0,C,360,09/14/2020,357,0.0,590000,50.15,SFH,OO,1
51411,1473159653,720,NH,3063,149818.66,0.025,594.26,0.0,C,360,11/19/2020,358,0.0,240000,62.42,SFH,OO,1
4108,1448984227,720,AZ,85028,310151.06,0.02875,2251.6,0.0,C,180,12/11/2019,168,0.0,415000,74.74,SFH,OO,1
49396,1473133286,720,CA,92840,108867.21,0.02375,425.56,0.0,C,360,11/16/2020,357,0.0,670000,16.25,SFH,OO,1
4885,1449002045,720,MA,1504,199583.67,0.0375,940.12,0.0,C,360,01/29/2020,349,0.0,436611,45.71,SFH,OO,1
