index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
47819,1473115192,720,UT,84721,163700.33,0.0275,669.49,0.0,C,360,11/09/2020,359,0.0,250000,65.48,SFH,OO,1
5283,1449012945,720,PA,18045,215294.18,0.03,1571.07,0.0,C,180,02/19/2020,168,0.0,367000,58.66,SFH,OO,1
8166,1463458990,720,GA,30005,269500.25,0.025,1875.01,0.0,C,180,04/27/2020,171,0.0,567000,47.53,SFH,OO,1
46958,1473103131,720,GA,30265,301661.31,0.02625,1233.75,0.0,C,360,11/03/2020,349,0.0,800000,37.71,SFH,OO,1
17279,1466705157,720,MN,55963,196815.78,0.02875,1399.98,0.0,C,180,06/24/2020,173,0.0,340000,57.89,SFH,OO,1
17511,1466710520,720,MD,20602,180054.94,0.03125,779.21,0.0,C,360,06/29/2020,354,0.0,250000,72.02,SFH,OO,1
2788,1448955268,720,MN,55744,163298.09,0.0375,1037.55,16.04,C,240,09/16/2019,225,0.0,210000,77.76,SFH,OO,1
13237,1466650932,720,IN,46062,365088.21,0.0325,1610.26,0.0,C,360,05/29/2020,352,0.0,470000,77.68,SFH,OO,1
28407,1469096786,720,ID,83642,207409.26,0.03,881.15,0.0,C,360,09/01/2020,356,0.0,375000,55.31,SFH,OO,1
25830,1466826573,720,CO,80525,226925.63,0.03,963.37,0.0,C,360,08/20/2020,356,0.0,548000,41.41,SFH,OO,1
38662,1469226243,720,DC,20024,481928.69,0.02625,1942.78,0.0,C,360,10/15/2020,358,0.0,705000,68.36,SFH,OO,1
42515,1473050373,720,OH,43035,274750.13,0.02875,1143.93,0.0,C,360,10/26/2020,358,0.0,390000,70.45,SFH,OO,1
36130,1469194482,720,NC,27012,407563.05,0.025,2812.52,0.0,C,180,10/01/2020,174,0.0,540000,75.47,SFH,OO,1
50907,1473152237,720,DE,19804,194643.34,0.02625,783.22,0.0,C,360,11/17/2020,359,0.0,253000,76.93,SFH,OO,1
49030,1473128989,720,VA,20148,467705.96,0.0275,1912.79,0.0,C,360,11/12/2020,359,0.0,680000,68.78,SFH,OO,1
43111,1473057105,720,NC,28690,110335.63,0.0275,453.15,0.0,C,360,10/26/2020,358,0.0,140000,78.81,SFH,OO,1
22436,1466778972,720,TX,78163,232099.74,0.03125,1003.49,0.0,C,360,07/30/2020,355,0.0,310000,74.87,SFH,OO,1
35253,1469183048,720,WA,98031,259084.24,0.02625,1048.31,0.0,C,360,09/29/2020,356,0.0,440000,58.88,SFH,OO,1
13181,1466650247,720,NC,27526,168545.99,0.0275,934.69,0.0,C,240,05/29/2020,233,0.0,249000,67.69,SFH,OO,1
51410,1473159638,720,DE,19720,178280.19,0.025,709.2,0.0,C,360,11/18/2020,356,0.0,240000,74.28,SFH,OO,1
20229,1466749783,720,TX,75009,382927.38,0.035,1733.25,112.58,C,360,07/15/2020,355,0.0,454200,84.31,SFH,OO,1
9251,1463478121,720,GA,30134,240253.65,0.02875,1705.99,80.99,C,180,04/29/2020,172,0.0,270000,88.98,SFH,OO,1
42055,1473045183,720,IN,46723,254005.86,0.0225,974.73,57.38,C,360,10/26/2020,358,0.0,275000,92.37,SFH,OO,1
5035,1449005972,720,IA,50265,139330.09,0.0325,1030.82,0.0,C,180,02/03/2020,169,0.0,220000,63.33,SFH,OO,1
16536,1466695663,720,CA,93033,378811.17,0.03,1616.65,0.0,C,360,06/22/2020,353,0.0,479999,78.92,SFH,OO,1
31614,1469139347,720,FL,33178,369567.32,0.02625,1495.34,74.46,C,360,09/21/2020,356,0.0,458500,80.6,SFH,OO,1
48529,1473123253,720,MD,20735,249601.04,0.03125,1081.65,0.0,C,360,11/06/2020,358,0.0,325000,76.8,SFH,OO,1
34410,1469173528,720,CA,91504,127217.92,0.02375,879.57,0.0,C,180,09/28/2020,177,0.0,900000,14.14,SFH,OO,1
42809,1473053740,720,GA,30263,188930.55,0.0225,725.01,0.0,C,360,10/26/2020,358,0.0,315000,59.98,SFH,OO,1
45055,1473080453,720,CA,91702,325699.06,0.02625,1315.41,0.0,C,360,10/30/2020,357,0.0,445000,73.19,SFH,OO,1
48709,1473125324,720,VA,22191,320210.98,0.03,1352.51,0.0,C,360,11/16/2020,359,0.0,523400,61.18,SFH,OO,1
11772,1466628805,720,MD,21286,131150.91,0.02375,896.02,0.0,C,180,05/19/2020,173,0.0,260000,50.44,SFH,OO,1
13572,1466655345,720,AL,35094,241108.73,0.03125,1045.24,67.1,C,360,06/01/2020,353,0.0,270000,89.3,SFH,OO,1
39686,1469237786,720,MI,48323,455347.94,0.025,2429.6,0.0,C,240,10/15/2020,238,0.0,850000,53.57,SFH,OO,1
10972,1463503837,720,MD,21220,502641.67,0.03375,2250.4,246.03,C,360,05/14/2020,353,0.0,550480,91.31,SFH,OO,1
38658,1469226185,720,NJ,8691,397418.25,0.0275,1632.96,0.0,C,360,10/15/2020,358,0.0,530000,74.98,SFH,OO,1
8313,1463461150,720,PA,19014,182449.46,0.035,829.83,0.0,C,360,04/21/2020,352,0.0,262000,69.64,SFH,OO,1
6203,1463427714,720,UT,84403,146297.36,0.0475,772.04,0.0,C,360,03/24/2020,351,0.0,185000,79.08,SFH,OO,1
10563,1463498335,720,AZ,85712,160748.9,0.035,736.43,0.0,C,360,05/11/2020,353,0.0,205000,78.41,SFH,OO,1
10219,1463492429,720,WI,53066,297912.97,0.035,1352.8,0.0,C,360,05/06/2020,353,0.0,445000,66.95,SFH,OO,1
13872,1466659164,720,TX,77043,363362.44,0.0275,2546.53,56.29,C,180,06/03/2020,173,0.0,395000,91.99,SFH,OO,1
13087,1466649025,720,MD,21114,229979.03,0.02375,1592.82,0.0,C,180,05/28/2020,172,0.0,420000,54.76,SFH,OO,1
46662,1473099826,720,CO,80004,424692.12,0.0275,1736.88,0.0,C,360,11/05/2020,359,0.0,620000,68.5,SFH,OO,1
25966,1466828140,720,SC,29588,122022.6,0.0225,814.63,0.0,C,180,08/20/2020,176,0.0,225000,54.23,SFH,OO,1
