index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
40033,1469241820,720,NV,89015,142923.9,0.0225,628.03,0.0,C,300,10/19/2020,297,0.0,260000,54.97,SFH,OO,1
30075,1469120115,720,VA,20147,344554.31,0.025,1369.09,0.0,C,360,09/08/2020,357,0.0,462000,74.58,SFH,OO,1
33264,1469159642,720,MA,1760,184621.55,0.02875,770.04,0.0,C,360,09/21/2020,357,0.0,650000,28.4,SFH,OO,1
17378,1466708789,720,KY,40324,203220.94,0.025,1393.59,46.5,C,180,06/26/2020,174,0.0,255000,79.69,SFH,OO,1
4846,1449001419,720,MT,59018,118782.33,0.0325,526.6,0.0,C,360,01/24/2020,349,0.0,202000,58.8,SFH,OO,1
31136,1469132623,720,FL,33304,506653.65,0.02625,2050.02,0.0,C,360,09/16/2020,356,0.0,950000,53.33,SFH,OO,1
5137,1449008901,720,CA,95206,179159.41,0.03625,830.01,0.0,C,360,02/14/2020,350,0.0,300000,59.72,SFH,OO,1
17519,1466710611,720,UT,84405,271526.62,0.03,1159.41,0.0,C,360,06/29/2020,353,0.0,470000,57.77,SFH,OO,1
21947,1466771191,720,OH,43081,240885.16,0.0325,1059.73,0.0,C,360,07/27/2020,355,0.0,350000,68.82,SFH,OO,1
39901,1469240285,720,CA,92129,480950.3,0.0275,1970.5,0.0,C,360,10/19/2020,358,0.0,656000,73.32,SFH,OO,1
7243,1463445575,720,MN,55311,145251.11,0.0325,1057.52,0.0,C,180,04/13/2020,172,0.0,301000,48.26,SFH,OO,1
33342,1469160541,720,AR,72543,382050.55,0.03125,1644.96,0.0,C,360,09/25/2020,357,0.0,480000,79.59,SFH,OO,1
2014,1448933661,720,TX,79902,62572.86,0.0575,373.49,0.0,C,360,05/17/2019,341,0.0,90000,69.53,SFH,OO,1
15778,1466686241,720,NV,89523,302345.76,0.0325,1331.9,0.0,C,360,06/16/2020,353,0.0,441000,68.56,SFH,OO,1
50912,1473152294,720,NV,89118,218907.29,0.0275,895.27,0.0,C,360,11/16/2020,359,0.0,299000,73.21,SFH,OO,1
41250,1469255713,720,AZ,85051,179381.45,0.03,758.89,0.0,C,360,10/21/2020,358,0.0,225000,79.73,SFH,OO,1
2452,1448946085,720,GA,30605,141289.66,0.04875,763.2,0.0,C,360,08/02/2019,344,0.0,182000,77.63,SFH,OO,1
35311,1469183642,720,CA,90680,328900.72,0.03375,1461.13,0.0,C,360,09/30/2020,357,0.0,420000,78.31,SFH,OO,1
13458,1466653852,720,WA,98422,426596.57,0.02875,1808.93,0.0,C,360,06/01/2020,345,0.0,725000,58.84,SFH,OO,1
36493,1469198707,720,VA,22182,698851.54,0.03125,3008.91,0.0,C,360,10/06/2020,357,0.0,878000,79.6,SFH,OO,1
3268,1448965226,720,AZ,85051,130198.51,0.03875,625.42,0.0,C,360,10/25/2019,346,0.0,230000,56.61,SFH,OO,1
1961,1448931335,720,FL,34134,146176.17,0.02875,1095.34,0.0,C,180,05/03/2019,161,0.0,465000,31.44,SFH,OO,1
2910,1448958494,720,IL,60955,135706.99,0.0375,643.73,0.0,C,360,09/30/2019,345,0.0,180000,75.39,SFH,OO,1
26980,1469075913,720,VA,22407,308172.84,0.025,1226.85,0.0,C,360,08/25/2020,356,0.0,414000,74.44,SFH,OO,1
6738,1463436061,720,PA,19460,233607.42,0.03125,1351.71,0.0,C,240,03/27/2020,231,0.0,340000,68.71,SFH,OO,1
28063,1469089807,720,VA,23150,245829.69,0.02625,1334.67,74.7,C,240,08/31/2020,236,0.0,285000,86.26,SFH,OO,1
18896,1466730544,720,MA,2081,340321.72,0.0225,2282.97,0.0,C,180,07/07/2020,175,0.0,520000,65.45,SFH,OO,1
13050,1466648522,720,KS,66215,199399.66,0.03125,973.73,0.0,C,300,05/28/2020,293,0.0,294000,67.82,SFH,OO,1
5619,1463416287,720,GA,30066,288227.29,0.03125,2135.11,0.0,C,180,02/26/2020,170,0.0,650000,44.34,SFH,OO,1
47385,1473110326,720,MD,21703,351369.66,0.0275,1437.01,0.0,C,360,11/04/2020,359,0.0,440000,79.86,SFH,OO,1
26600,1469071540,720,FL,33527,346421.75,0.02875,1450.05,0.0,C,360,08/24/2020,355,0.0,450000,76.98,SFH,OO,1
39805,1469239162,720,OR,97302,219194.36,0.02625,883.63,0.0,C,360,10/20/2020,358,0.0,345000,63.53,SFH,OO,1
48724,1473125480,720,WA,98837,231601.88,0.03,978.12,0.0,C,360,11/12/2020,359,0.0,295000,78.51,SFH,OO,1
35016,1469180416,720,MD,21740,148284.31,0.02375,581.42,0.0,C,360,09/29/2020,356,0.0,189000,78.46,SFH,OO,1
42581,1473051074,720,PA,19475,316934.43,0.025,1690.39,0.0,C,240,10/23/2020,238,0.0,419800,75.5,SFH,OO,1
24049,1466802798,720,CA,90201,401754.05,0.02625,1851.11,0.0,C,300,08/10/2020,296,0.0,700000,57.39,SFH,OO,2
27380,1469081747,720,MD,21085,401663.66,0.025,1612.09,0.0,C,360,08/26/2020,355,0.0,583000,68.9,SFH,OO,1
34215,1469171266,720,FL,32224,187848.71,0.02375,1259.05,0.0,C,180,09/25/2020,177,0.0,315000,59.63,SFH,OO,1
4044,1448983146,720,NC,27591,96061.61,0.0325,567.2,0.0,C,240,12/11/2019,227,0.0,165500,58.04,SFH,OO,1
51448,1473160164,720,AZ,85202,233277.46,0.02875,1283.16,0.0,C,240,11/17/2020,239,0.0,425000,54.89,SFH,OO,1
2553,1448948263,720,AR,72113,212160.81,0.0425,1710.68,0.0,C,180,08/23/2019,164,0.0,325000,65.28,SFH,OO,1
7872,1463454718,720,MI,48197,126422.38,0.03625,583.82,0.0,C,360,04/15/2020,352,0.0,179000,70.63,SFH,OO,1
16776,1466698741,720,NC,27571,264698.73,0.0275,1093.14,37.93,C,360,06/22/2020,354,0.0,331000,79.97,SFH,OO,1
26862,1469074577,720,CA,91360,341394.27,0.0225,2303.61,0.0,C,180,08/25/2020,175,0.0,700000,48.77,SFH,OO,1
47699,1473113833,720,TN,37804,236918.81,0.025,942.01,0.0,C,360,11/06/2020,358,0.0,356000,66.55,SFH,OO,1
48540,1473123386,720,CA,92336,323241.56,0.0225,2140.16,0.0,C,180,11/12/2020,178,0.0,560000,57.72,SFH,OO,1
24926,1466814629,720,CO,80751,222139.57,0.03375,990.3,0.0,C,360,08/07/2020,355,0.0,280000,79.34,SFH,OO,1
14231,1466666284,720,CA,94503,266797.15,0.035,1212.42,0.0,C,360,06/01/2020,353,0.0,462000,57.75,SFH,OO,1
34998,1469180234,720,OK,73401,110023.87,0.03375,636.65,0.0,C,240,10/01/2020,237,0.0,148000,74.34,SFH,OO,1
47373,1473110185,720,PA,19114,208395.55,0.02875,869.2,0.0,C,360,11/04/2020,357,0.0,262000,79.54,SFH,OO,1
9904,1463488054,720,NC,27526,249076.79,0.0325,1096.72,65.1,C,360,05/06/2020,353,0.0,285000,87.4,SFH,OO,1
31212,1469133571,720,MD,20832,338869.11,0.02875,1423.08,0.0,C,360,09/17/2020,351,0.0,750000,45.18,SFH,OO,1
22071,1466774583,720,CA,92626,268454.47,0.0275,1110.42,0.0,C,360,07/28/2020,354,0.0,800000,33.56,SFH,OO,1
32548,1469149908,720,CA,93561,262110.87,0.02875,1093.24,0.0,C,360,09/23/2020,357,0.0,400000,65.53,SFH,OO,1
31861,1469142119,720,SC,29681,165147.52,0.02625,893.74,0.0,C,240,09/21/2020,237,0.0,240000,68.81,SFH,OO,1
35517,1469186447,720,PA,17370,158148.21,0.0225,1061.24,0.0,C,180,09/29/2020,176,0.0,235000,67.3,SFH,OO,1
50494,1473147583,720,UT,84124,304430.3,0.025,1205.12,0.0,C,360,11/19/2020,359,0.0,570000,53.41,SFH,OO,1
15544,1466683230,720,CA,91335,396112.48,0.03375,1768.38,0.0,C,360,06/15/2020,354,0.0,700000,56.59,SFH,OO,1
33955,1469167520,720,UT,84088,172640.74,0.02625,699.68,0.0,C,360,09/28/2020,357,0.0,305000,56.6,SFH,OO,1
36639,1469201527,720,VA,23120,408443.47,0.02625,1646.77,0.0,C,360,10/06/2020,358,0.0,555000,73.59,SFH,OO,1
48449,1473122339,720,LA,70471,377279.02,0.02375,1469.11,0.0,C,360,11/12/2020,359,0.0,520000,72.55,SFH,OO,1
39612,1469236952,720,FL,32223,407342.4,0.0225,3851.23,0.0,C,120,10/15/2020,118,0.0,950000,42.88,SFH,OO,1
39884,1469240095,720,FL,32566,234338.73,0.0275,960.11,0.0,C,360,10/15/2020,358,0.0,375000,62.49,SFH,OO,1
44419,1473071940,720,CA,94503,341073.96,0.025,1355.26,0.0,C,360,10/30/2020,357,0.0,711000,47.97,SFH,OO,1
49678,1473138194,720,CO,80020,347889.05,0.02875,1445.9,0.0,C,360,11/16/2020,359,0.0,665000,52.31,SFH,OO,1
