index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
39551,1469236291,720,CO,80005,290655.2,0.025,1155.38,0.0,C,360,10/19/2020,357,0.0,600000,48.44,SFH,OO,1
41210,1469255275,720,CT,6443,228479.16,0.0225,1190.96,0.0,C,240,10/22/2020,238,0.0,450000,50.77,SFH,OO,1
49283,1473131942,720,TX,75056,440193.41,0.02625,1771.28,0.0,C,360,11/12/2020,359,0.0,680000,64.73,SFH,OO,1
37787,1469215634,720,SC,29681,211206.2,0.025,837.65,0.0,C,360,10/13/2020,358,0.0,265000,79.7,SFH,OO,1
12879,1466646310,720,TX,78641,264783.14,0.03375,1195.87,0.0,C,360,05/27/2020,347,0.0,340000,77.88,SFH,OO,1
18276,1466720024,720,CA,93720,369389.49,0.0275,1524.78,43.58,C,360,07/01/2020,354,0.0,455000,81.18,SFH,OO,1
35975,1469192783,720,NV,89002,230776.92,0.02875,962.55,0.0,C,360,10/05/2020,357,0.0,290000,79.58,SFH,OO,1
28378,1469096422,720,MN,55076,220204.55,0.03375,981.45,0.0,C,360,09/01/2020,355,0.0,500000,44.04,SFH,OO,1
49832,1473139911,720,UT,84003,509067.21,0.02625,2048.42,0.0,C,360,11/16/2020,359,0.0,975000,52.21,SFH,OO,1
28042,1469089559,720,NC,27215,134049.94,0.02875,560.1,0.0,C,360,08/28/2020,356,0.0,181000,74.06,SFH,OO,1
43303,1473059267,720,TX,76087,310764.71,0.0225,1192.54,0.0,C,360,10/26/2020,358,0.0,587000,52.94,SFH,OO,1
4510,1448993848,720,CA,91761,379883.88,0.0375,1792.26,64.5,C,360,12/31/2019,348,0.0,433000,87.73,SFH,OO,1
51555,1473162699,720,AZ,85355,199543.7,0.02875,935.47,0.0,C,300,11/18/2020,299,0.0,450000,44.34,SFH,OO,1
24306,1466806013,720,MN,55044,331094.26,0.025,1319.7,0.0,C,360,08/10/2020,356,0.0,480000,68.98,SFH,OO,1
20176,1466749171,720,ID,83801,280353.42,0.03,1193.14,0.0,C,360,07/16/2020,355,0.0,375009,74.76,SFH,OO,1
48966,1473128286,720,CA,93455,243648.49,0.02375,1288.58,0.0,C,240,11/17/2020,238,0.0,450000,54.14,SFH,OO,1
19867,1466745344,720,IL,60004,373376.0,0.0275,2592.33,0.0,C,180,07/15/2020,175,0.0,485000,76.98,SFH,OO,1
36667,1469201857,720,GA,30152,269462.84,0.03,1139.98,0.0,C,360,10/07/2020,358,0.0,705000,38.22,SFH,OO,1
37899,1469216897,720,MD,21231,113190.33,0.0225,753.35,0.0,C,180,10/09/2020,177,0.0,201000,56.31,SFH,OO,1
210,1440014833,720,IL,60645,28167.71,0.03,463.49,0.0,C,120,06/29/2016,66,0.0,440000,6.4,SFH,OO,3
48929,1473127841,720,IN,46013,98908.76,0.02625,398.0,0.0,C,360,11/12/2020,359,0.0,170000,58.18,SFH,OO,1
7625,1463451037,720,FL,32114,179526.01,0.03875,855.83,0.0,C,360,04/10/2020,351,0.0,232000,77.38,SFH,OO,1
51620,1473166856,720,MO,64152,397065.93,0.0275,1632.96,0.0,C,360,11/18/2020,355,0.0,746500,53.19,SFH,OO,1
9288,1463478543,720,MD,20871,343606.18,0.02375,2370.53,0.0,C,180,04/30/2020,170,0.0,630000,54.54,SFH,OO,1
40473,1469246894,720,AZ,85206,137433.08,0.02625,555.05,0.0,C,360,10/20/2020,357,0.0,290000,47.39,SFH,OO,1
45808,1473089108,720,IN,47025,341376.16,0.02875,1883.62,0.0,C,240,11/02/2020,238,0.0,540000,63.22,SFH,OO,1
17286,1466705249,720,CA,95437,283662.55,0.035,1288.76,0.0,C,360,06/22/2020,353,0.0,430000,65.97,SFH,OO,1
21458,1466765193,720,AL,36316,262194.85,0.02875,1099.46,0.0,C,360,07/22/2020,354,0.0,335000,78.27,SFH,OO,1
25337,1466819628,720,MN,56209,273429.21,0.0225,1834.24,0.0,C,180,08/14/2020,175,0.0,356000,76.81,SFH,OO,1
7743,1463452829,720,CA,91343,345438.25,0.0275,1430.89,0.0,C,360,04/13/2020,352,0.0,675000,51.18,SFH,OO,1
11125,1463505774,720,MD,21157,131120.05,0.02375,900.17,0.0,C,180,05/14/2020,172,0.0,200000,65.56,SFH,OO,1
26334,1469068272,720,CA,95762,413072.37,0.02875,1725.95,0.0,C,360,08/21/2020,356,0.0,612000,67.5,SFH,OO,1
39792,1469239030,720,OH,43119,152159.28,0.0225,584.09,0.0,C,360,10/20/2020,358,0.0,310000,49.08,SFH,OO,1
