index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
24449,1466807797,720,NC,27214,118965.24,0.03,505.92,0.0,C,360,08/11/2020,355,0.0,150000,79.31,SFH,OO,1
14521,1466670815,720,MD,20871,377127.73,0.0325,1684.25,0.0,C,360,06/09/2020,347,0.0,533000,70.76,SFH,OO,1
12371,1466637285,720,IL,60156,243602.18,0.03375,1089.33,0.0,C,360,05/20/2020,353,0.0,308000,79.09,SFH,OO,1
43370,1473060067,720,MN,55112,299569.69,0.02875,1247.27,0.0,C,360,10/29/2020,358,0.0,446000,67.17,SFH,OO,1
19788,1466744297,720,WA,98117,588351.04,0.02875,3277.13,0.0,C,240,07/14/2020,235,0.0,875000,67.24,SFH,OO,1
40800,1469250623,720,CO,80111,391000.41,0.02625,2109.21,0.0,C,240,10/21/2020,238,0.0,990000,39.49,SFH,OO,1
7424,1463448116,720,OH,43209,252232.73,0.03125,1095.36,70.32,C,360,04/09/2020,352,0.0,280000,90.08,SFH,OO,1
47838,1473115390,720,CA,91406,118768.26,0.0225,454.87,0.0,C,360,11/09/2020,359,0.0,550000,21.59,SFH,OO,1
14816,1466674387,720,TX,75150,142580.86,0.03,1022.06,0.0,C,180,06/05/2020,173,0.0,193000,73.88,SFH,OO,1
35685,1469188773,720,CO,80138,302182.36,0.03,1280.62,0.0,C,360,09/30/2020,357,0.0,425000,71.1,SFH,OO,1
39231,1469232589,720,TX,75013,508011.72,0.0225,1949.46,0.0,C,360,10/13/2020,358,0.0,725000,70.07,SFH,OO,1
11708,1463514016,720,CA,93306,198887.66,0.0325,984.37,37.03,C,300,05/18/2020,293,0.0,240000,82.87,SFH,OO,1
33863,1469166506,720,AR,72701,255920.77,0.0225,1702.39,0.0,C,180,09/28/2020,177,0.0,560000,45.7,SFH,OO,1
40288,1469244840,720,CA,94545,334769.56,0.02625,1349.55,0.0,C,360,10/20/2020,358,0.0,599450,55.85,SFH,OO,1
23959,1466799820,720,FL,32127,125789.08,0.0275,869.31,0.0,C,180,08/07/2020,176,0.0,220000,57.18,SFH,OO,1
42415,1473049250,720,SC,29073,121830.53,0.02875,841.89,0.0,C,180,10/26/2020,178,0.0,205000,59.43,SFH,OO,1
47910,1473116265,720,CA,92595,331442.37,0.03125,1422.21,0.0,C,360,11/09/2020,359,0.0,415000,79.87,SFH,OO,1
19208,1466734397,720,MI,48197,119387.12,0.025,814.82,0.0,C,180,07/09/2020,175,0.0,215000,55.53,SFH,OO,1
6263,1463428647,720,MN,56071,165063.05,0.02375,1138.77,0.0,C,180,03/30/2020,171,0.0,250000,66.03,SFH,OO,1
45945,1473091831,720,WY,82009,346045.88,0.025,1375.02,0.0,C,360,11/02/2020,357,0.0,435000,79.55,SFH,OO,1
17260,1466704937,720,UT,84009,505222.82,0.03125,2186.43,72.31,C,360,06/24/2020,354,0.0,635000,79.56,SFH,OO,1
46048,1473093043,720,TN,37214,298901.4,0.02625,1204.95,0.0,C,360,11/03/2020,358,0.0,387500,77.14,SFH,OO,1
32030,1469144081,720,ND,58324,182114.53,0.02875,860.63,0.0,C,300,09/21/2020,296,0.0,270000,67.45,SFH,OO,1
13219,1466650700,720,GA,30188,175306.09,0.02875,736.43,0.0,C,360,05/28/2020,353,0.0,320000,54.78,SFH,OO,1
8372,1463462075,720,PA,19125,193779.89,0.035,999.12,0.0,C,300,04/23/2020,292,0.0,296000,65.47,SFH,OO,1
13115,1466649371,720,AL,35188,252484.81,0.02375,1734.92,0.0,C,180,05/29/2020,172,0.0,360000,70.13,SFH,OO,1
44449,1473072286,720,ID,83702,227930.13,0.0275,1560.83,0.0,C,180,10/30/2020,178,0.0,725000,31.44,SFH,OO,1
30028,1469119547,720,OR,97330,309360.43,0.02875,1290.32,36.28,C,360,09/10/2020,357,0.0,379000,81.63,SFH,OO,1
27150,1469078966,720,FL,32082,334400.02,0.02625,1355.57,0.0,C,360,08/26/2020,355,0.0,422000,79.24,SFH,OO,1
46807,1473101432,720,HI,96764,209065.49,0.02875,1437.63,0.0,C,180,11/03/2020,179,0.0,280000,74.67,SFH,OO,1
4816,1449000809,720,MD,21851,185651.44,0.035,1406.17,0.0,C,180,01/22/2020,167,0.0,395000,47.0,SFH,OO,1
7004,1463440675,720,CA,92881,396438.16,0.02875,2834.18,0.0,C,180,04/06/2020,172,0.0,520000,76.24,SFH,OO,1
19091,1466732938,720,MN,56364,121405.39,0.02375,1185.34,0.0,C,120,07/08/2020,115,0.0,356000,34.1,SFH,OO,1
10216,1463492395,720,GA,30276,251116.49,0.03375,1124.8,0.0,C,360,04/30/2020,352,0.0,325000,77.27,SFH,OO,1
41972,1473044236,720,CA,94509,306410.41,0.03,1298.54,0.0,C,360,10/26/2020,357,0.0,385000,79.59,SFH,OO,1
22911,1466784848,720,MA,1701,229590.18,0.0225,1552.55,0.0,C,180,07/30/2020,174,0.0,380000,60.42,SFH,OO,1
44885,1473077293,720,AZ,85297,358865.23,0.035,1616.56,0.0,C,360,10/30/2020,358,0.0,480000,74.76,SFH,OO,1
16601,1466696455,720,TX,75023,223666.05,0.03125,971.13,0.0,C,360,08/11/2020,350,0.0,325000,68.82,SFH,OO,1
9359,1463480721,720,DE,19734,156337.06,0.03625,730.12,0.0,C,360,04/30/2020,352,0.0,230000,67.97,SFH,OO,1
13431,1466653506,720,SC,29730,155497.81,0.0275,1119.73,0.0,C,180,06/01/2020,166,0.0,360000,43.19,SFH,OO,1
4897,1449002219,720,KY,41035,142025.68,0.0375,1087.92,0.0,C,180,01/29/2020,168,0.0,187000,75.95,SFH,OO,1
19,1431978764,720,FL,33157,238714.55,0.03625,1303.85,0.0,C,360,03/11/2013,267,0.0,375000,63.66,SFH,OO,1
