index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
1412,1440054979,720,IL,60115,98665.78,0.04875,592.18,0.0,C,360,04/30/2018,269,0.0,140000,70.48,SFH,OO,2
37260,1469208456,720,CO,80302,486514.28,0.0275,1993.3,0.0,C,360,10/09/2020,358,0.0,1820000,26.73,SFH,OO,1
51079,1473154647,720,FL,32092,291477.11,0.0275,1192.06,0.0,C,360,11/19/2020,359,0.0,454100,64.19,SFH,OO,1
42547,1473050696,720,WA,98065,563415.23,0.02875,2345.8,89.52,C,360,10/26/2020,358,0.0,677000,83.22,SFH,OO,1
14347,1466668611,720,TN,37205,269062.87,0.025,1845.11,0.0,C,180,06/08/2020,174,0.0,510000,52.76,SFH,OO,1
20288,1466750468,720,LA,70070,247801.38,0.02875,1385.71,0.0,C,240,07/16/2020,234,0.0,318750,77.74,SFH,OO,1
33539,1469162836,720,MI,48043,109170.47,0.02375,426.74,0.0,C,360,09/28/2020,357,0.0,142000,76.88,SFH,OO,1
8510,1463465318,720,MD,21117,298503.5,0.02375,2090.07,0.0,C,180,04/10/2020,172,0.0,600000,49.75,SFH,OO,1
42972,1473055612,720,NV,89012,264008.99,0.025,1047.07,0.0,C,360,10/27/2020,358,0.0,410000,64.39,SFH,OO,1
18744,1466728597,720,IL,60076,250244.89,0.02875,1057.98,0.0,C,360,07/01/2020,354,0.0,375000,66.73,SFH,OO,1
42206,1473046884,720,CA,93933,409741.94,0.02875,1709.36,0.0,C,360,10/26/2020,358,0.0,610000,67.17,SFH,OO,1
28554,1469098691,720,NM,87104,174525.53,0.02875,1216.51,50.35,C,180,09/03/2020,176,0.0,193000,90.43,SFH,OO,1
12923,1466646971,720,TX,76039,307498.1,0.02625,2163.37,0.0,C,180,05/27/2020,172,0.0,550000,55.91,SFH,OO,1
16891,1466700190,720,WA,98052,277270.17,0.0275,1934.07,0.0,C,180,06/23/2020,174,0.0,630000,44.01,SFH,OO,1
13427,1466653464,720,AZ,85623,152637.95,0.02375,1057.47,0.0,C,180,06/01/2020,173,0.0,618000,24.7,SFH,OO,1
49471,1473135851,720,KY,40509,287910.66,0.03,1220.54,0.0,C,360,11/13/2020,356,0.0,485000,59.36,SFH,OO,1
2831,1448956001,720,GA,30294,143551.4,0.0375,889.33,0.0,C,240,09/17/2019,225,0.0,220000,65.25,SFH,OO,1
1782,1448922771,720,VA,20112,205405.23,0.0325,1616.14,0.0,C,180,12/31/2018,156,0.0,378000,54.34,SFH,OO,1
22308,1466777487,720,GA,31008,144754.68,0.0275,597.4,0.0,C,360,07/29/2020,354,0.0,210000,68.93,SFH,OO,1
34324,1469172553,720,VA,22701,302720.76,0.0225,1330.2,0.0,C,300,09/29/2020,297,0.0,394000,76.83,SFH,OO,1
27472,1469082836,720,PA,15683,168675.84,0.0225,1126.09,17.19,C,180,08/26/2020,176,0.0,210000,80.32,SFH,OO,1
43158,1473057626,720,MA,2180,215251.98,0.025,890.26,0.0,C,360,10/26/2020,336,0.0,500000,43.05,SFH,OO,1
44523,1473073144,720,WI,54235,128620.81,0.025,870.16,0.0,C,180,10/30/2020,177,0.0,193000,66.64,SFH,OO,1
20262,1466750179,720,NV,89451,228228.51,0.0275,1584.58,0.0,C,180,07/15/2020,175,0.0,405000,56.35,SFH,OO,1
9932,1463488450,720,NC,28173,206651.51,0.0325,913.93,0.0,C,360,04/30/2020,352,0.0,280000,73.8,SFH,OO,1
20478,1466752845,720,TN,37174,281498.11,0.0275,1954.43,0.0,C,180,07/17/2020,175,0.0,360000,78.19,SFH,OO,1
38384,1469222424,720,CA,94536,503150.68,0.02625,2028.34,0.0,C,360,10/13/2020,358,0.0,999999,50.32,SFH,OO,1
48864,1473127056,720,AZ,85339,169707.29,0.0225,654.02,0.0,C,360,11/09/2020,357,0.0,345000,49.19,SFH,OO,1
27491,1469083057,720,MA,1966,226998.15,0.0225,1523.07,0.0,C,180,08/27/2020,175,0.0,500000,45.4,SFH,OO,1
45032,1473080198,720,WA,98033,403547.83,0.0275,1653.38,0.0,C,360,10/30/2020,358,0.0,1500000,26.9,SFH,OO,1
925,1440043113,720,GA,30046,117270.89,0.045,637.92,0.0,C,360,07/10/2017,318,0.0,149000,78.71,SFH,OO,1
17660,1466712393,720,IN,46774,78275.9,0.0275,558.15,0.0,C,180,06/30/2020,172,0.0,142000,55.12,SFH,OO,1
34637,1469176125,720,WA,98058,447627.63,0.02875,1867.02,0.0,C,360,09/29/2020,357,0.0,750000,59.68,SFH,OO,1
29790,1469116816,720,MN,55024,196752.65,0.025,1333.58,0.0,C,180,09/10/2020,177,0.0,370000,53.18,SFH,OO,1
23386,1466792833,720,IL,60302,330206.11,0.0275,2285.6,0.0,C,180,08/03/2020,176,0.0,421000,78.43,SFH,OO,1
