index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
19521,1466738398,720,FL,34117,190640.4,0.02875,1334.94,0.0,C,180,07/13/2020,175,0.0,470000,40.56,SFH,OO,1
43208,1473058186,720,PA,15370,304727.66,0.03,1289.27,0.0,C,360,10/28/2020,358,0.0,400000,76.18,SFH,OO,1
18903,1466730650,720,CO,80002,295589.87,0.03375,1317.45,0.0,C,360,07/07/2020,355,0.0,420000,70.38,SFH,OO,1
41449,1469257909,720,SC,29672,257841.7,0.02875,1073.53,0.0,C,360,10/23/2020,358,0.0,331000,77.9,SFH,OO,1
40267,1469244592,720,FL,33025,275904.06,0.02875,1148.74,48.45,C,360,10/20/2020,358,0.0,325000,84.89,SFH,OO,1
18802,1466729389,720,MO,64076,311248.28,0.025,2127.06,0.0,C,180,07/06/2020,175,0.0,472000,65.94,SFH,OO,1
12884,1466646377,720,WV,25245,359452.83,0.03125,1563.57,0.0,C,360,05/21/2020,352,0.0,509600,70.54,SFH,OO,1
45285,1473083200,720,WA,98021,506310.84,0.02875,2104.33,0.0,C,360,11/02/2020,359,0.0,634000,79.86,SFH,OO,1
31135,1469132615,720,NV,89139,431874.1,0.025,1822.3,0.0,C,360,09/16/2020,326,0.0,620000,69.66,SFH,OO,1
44577,1473073797,720,NC,28403,83124.99,0.02375,445.26,0.0,C,240,10/26/2020,238,0.0,180000,46.18,SFH,OO,1
47335,1473107322,720,MD,20785,183670.51,0.0275,751.16,0.0,C,360,11/04/2020,359,0.0,249000,73.76,SFH,OO,1
9046,1463475002,720,NC,27565,266838.91,0.03125,1214.44,0.0,C,360,04/29/2020,321,0.0,365000,73.11,SFH,OO,1
44308,1473070694,720,IL,60148,231417.25,0.0275,948.14,0.0,C,360,10/30/2020,358,0.0,480000,48.21,SFH,OO,1
360,1440021028,720,VA,23124,78993.07,0.035,1079.47,0.0,C,180,08/30/2016,52,0.0,210000,37.62,SFH,OO,1
31530,1469138356,720,MD,20774,283103.61,0.02625,1145.11,0.0,C,360,09/18/2020,358,0.0,550000,51.47,SFH,OO,1
26599,1469071532,720,CA,94565,251648.56,0.03125,1087.22,86.72,C,360,08/24/2020,355,0.0,280000,89.87,SFH,OO,1
18888,1466730445,720,TX,75454,304308.4,0.0275,1263.1,0.0,C,360,07/07/2020,355,0.0,390000,78.03,SFH,OO,1
18225,1466719331,720,OH,45069,370811.24,0.02625,2596.58,0.0,C,180,07/01/2020,173,0.0,695000,53.35,SFH,OO,1
36309,1469196537,720,ID,83814,403720.18,0.025,1604.19,0.0,C,360,10/05/2020,357,0.0,595000,67.85,SFH,OO,1
50374,1473146221,720,TX,77429,170112.2,0.03125,1195.63,0.0,C,180,11/16/2020,178,0.0,261000,65.18,SFH,OO,1
20877,1466757885,720,CA,92117,202228.96,0.02375,1383.97,0.0,C,180,07/21/2020,174,0.0,750000,26.96,SFH,OO,1
42927,1473055091,720,TX,78840,126264.62,0.03,534.17,0.0,C,360,10/26/2020,358,0.0,173000,72.99,SFH,OO,1
37245,1469208308,720,NJ,7717,481741.37,0.02625,1942.03,0.0,C,360,10/08/2020,358,0.0,800000,60.22,SFH,OO,1
16889,1466700166,720,CA,95959,334974.63,0.02375,2293.4,0.0,C,180,06/23/2020,172,0.0,470000,71.27,SFH,OO,1
34106,1469169153,720,ID,83634,220005.23,0.02875,2159.66,0.0,C,120,09/28/2020,117,0.0,320000,68.75,SFH,OO,1
17289,1466705280,720,TX,75056,302231.7,0.03,1707.57,0.0,C,240,06/23/2020,234,0.0,385000,78.5,SFH,OO,1
19897,1466745708,720,MD,21163,389840.33,0.0325,1713.62,0.0,C,360,07/15/2020,354,0.0,525000,74.26,SFH,OO,1
23494,1466794235,720,FL,34952,136634.65,0.02375,925.29,0.0,C,180,08/04/2020,175,0.0,175000,78.08,SFH,OO,1
32088,1469144685,720,DC,20003,571174.58,0.025,2269.57,0.0,C,360,09/17/2020,357,0.0,800000,71.4,SFH,OO,1
7985,1463456457,720,WI,54407,190963.4,0.02375,1347.12,0.0,C,180,04/20/2020,172,0.0,272000,70.21,SFH,OO,1
20085,1466747902,720,AZ,85142,202865.45,0.0325,891.74,0.0,C,360,07/16/2020,354,0.0,350000,57.96,SFH,OO,1
25044,1466816046,720,AL,36608,310147.23,0.025,1238.7,0.0,C,360,08/14/2020,356,0.0,410000,75.65,SFH,OO,1
12563,1466639786,720,WY,82009,293584.9,0.03,2092.46,0.0,C,180,05/26/2020,173,0.0,535000,54.88,SFH,OO,1
40342,1469245425,720,GA,30701,158574.28,0.02875,1095.34,0.0,C,180,10/19/2020,178,0.0,200500,79.09,SFH,OO,1
49356,1473132809,720,FL,32751,190657.97,0.0275,779.74,0.0,C,360,11/13/2020,359,0.0,245000,77.82,SFH,OO,1
32967,1469154601,720,WA,98405,215284.27,0.025,855.44,0.0,C,360,09/23/2020,357,0.0,413000,52.13,SFH,OO,1
19334,1466736020,720,AR,72704,122862.71,0.0275,861.85,0.0,C,180,07/10/2020,172,0.0,200000,61.43,SFH,OO,1
18783,1466729116,720,OH,44039,130216.38,0.03,556.52,0.0,C,360,06/30/2020,353,0.0,230000,56.62,SFH,OO,1
48468,1473122545,720,TX,75208,485515.33,0.02875,2018.04,0.0,C,360,11/12/2020,359,0.0,608000,79.85,SFH,OO,1
3443,1448969889,720,CA,92656,579947.58,0.0375,3592.9,0.0,C,240,09/30/2019,225,0.0,900000,64.44,SFH,OO,1
21560,1466766506,720,KY,40241,103370.77,0.0275,426.61,0.0,C,360,07/27/2020,358,0.0,230000,44.94,SFH,OO,1
5008,1449005519,720,KY,40216,125313.02,0.03875,601.9,0.0,C,360,01/31/2020,349,0.0,160000,78.32,SFH,OO,1
771,1440036695,720,MN,55304,246412.15,0.0325,1763.98,0.0,C,240,11/30/2016,174,0.0,400000,61.6,SFH,OO,1
41419,1469257586,720,PA,19125,357466.89,0.03,1512.29,0.0,C,360,10/19/2020,358,0.0,700000,51.07,SFH,OO,1
42191,1473046736,720,MI,48331,224158.58,0.025,889.02,0.0,C,360,10/26/2020,358,0.0,320000,70.05,SFH,OO,1
15921,1466688098,720,ND,58703,179174.13,0.02375,1218.21,0.0,C,180,06/17/2020,174,0.0,231250,77.48,SFH,OO,1
23372,1466792668,720,CA,92083,164506.47,0.02875,1146.68,0.0,C,180,08/03/2020,176,0.0,475000,34.63,SFH,OO,1
38986,1469229809,720,CA,93314,396104.61,0.02875,1649.2,0.0,C,360,10/15/2020,358,0.0,530000,74.74,SFH,OO,1
21270,1466762760,720,MI,48371,164189.18,0.03125,709.33,0.0,C,360,07/22/2020,355,0.0,250000,65.68,SFH,OO,1
19453,1466737523,720,CO,80498,300354.42,0.0325,1318.05,0.0,C,360,07/07/2020,355,0.0,723000,41.54,SFH,OO,1
