index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
1916,1448928422,720,GA,30076,84514.68,0.04625,446.45,0.0,C,360,04/25/2019,340,0.0,325000,26.0,SFH,OO,1
23191,1466788500,720,CA,92128,277525.78,0.02625,1910.44,0.0,C,180,08/03/2020,175,0.0,895000,31.01,SFH,OO,1
4858,1449001609,720,VA,23435,192541.88,0.03375,1523.83,0.0,C,180,01/27/2020,161,0.0,375000,51.34,SFH,OO,1
45548,1473086161,720,CA,92865,402278.33,0.0275,1645.21,0.0,C,360,11/02/2020,359,0.0,925000,43.49,SFH,OO,1
10802,1463501484,720,AK,99507,214148.75,0.02375,1463.05,0.0,C,180,05/14/2020,173,0.0,410000,52.23,SFH,OO,1
35258,1469183097,720,OR,97206,302922.39,0.02625,1225.03,0.0,C,360,10/01/2020,357,0.0,400000,75.73,SFH,OO,1
17615,1466711858,720,OK,73025,384705.61,0.035,1744.09,87.39,C,360,07/02/2020,354,0.0,464000,82.91,SFH,OO,1
38947,1469229346,720,CA,91902,417935.75,0.0275,1735.03,0.0,C,360,10/16/2020,358,0.0,780000,53.58,SFH,OO,1
26586,1469071383,720,DE,19803,459052.6,0.0275,1887.61,0.0,C,360,08/24/2020,356,0.0,616525,74.46,SFH,OO,1
51016,1473153482,720,OH,45069,144751.17,0.03,611.33,0.0,C,360,11/13/2020,359,0.0,300000,48.25,SFH,OO,1
37145,1469207185,720,WA,98223,342805.5,0.0225,2281.01,0.0,C,180,10/09/2020,177,0.0,590000,58.1,SFH,OO,1
47963,1473116851,720,MN,55044,173938.03,0.0275,1684.0,0.0,C,120,11/09/2020,118,0.0,323000,53.85,SFH,OO,1
36516,1469198962,720,PA,15106,112352.12,0.02375,439.18,0.0,C,360,10/05/2020,357,0.0,143000,78.57,SFH,OO,1
29388,1469111999,720,VA,20164,215258.73,0.025,1151.8,0.0,C,240,09/08/2020,237,0.0,300000,71.75,SFH,OO,1
24381,1466806948,720,PA,19380,323209.24,0.02875,1350.48,0.0,C,360,08/11/2020,356,0.0,650000,49.72,SFH,OO,1
10412,1463495109,720,GA,30114,189417.59,0.0275,1452.25,0.0,C,180,04/30/2020,158,0.0,460000,41.18,SFH,OO,1
24231,1466805064,720,IL,60502,367511.28,0.02875,1535.58,0.0,C,360,08/10/2020,356,0.0,491000,74.85,SFH,OO,1
1025,1440045852,720,VA,23062,129772.53,0.045,696.69,0.0,C,360,10/24/2017,321,0.0,200000,64.89,SFH,OO,1
28889,1469102535,720,NC,28604,210452.06,0.0225,1413.02,30.56,C,180,08/31/2020,176,0.0,260000,80.94,SFH,OO,1
16183,1466691308,720,AZ,85286,382331.5,0.03125,1658.67,51.63,C,360,06/18/2020,354,0.0,480000,79.65,SFH,OO,1
23670,1466796404,720,OR,97124,406875.02,0.025,2763.84,0.0,C,180,08/05/2020,176,0.0,615000,66.16,SFH,OO,1
8011,1463456754,720,OH,43230,208250.05,0.0275,1466.5,0.0,C,180,04/17/2020,172,0.0,350000,59.5,SFH,OO,1
43037,1473056321,720,FL,33703,214361.03,0.0225,822.59,46.63,C,360,10/27/2020,358,0.0,263000,81.51,SFH,OO,1
