index,UNIQUE_ID,CURRENT_FICO_PRIM,PROP_STATE,PROP_ZIP,UNPAID_BALANCE,INTEREST_RATE,PRINCIPAL_AND_INTEREST,MI_AMT,LOAN_TYPE,LOAN_TERM,ORIGINATION_DATE,REMAINING_TERM,ORIG_HELOC_BALANCE,CURRENT_PROPERTY_VALUE,LTV,PROPERTY_TYPE,CURRENT_OCCUPANCY_TYPE,NUMBER_OF_UNITS
27484,1469082976,720,KY,41001,125931.67,0.0225,871.92,0.0,C,180,08/27/2020,170,0.0,210000,59.97,SFH,OO,1
29363,1469111700,720,NC,27880,186219.29,0.0275,1296.17,0.0,C,180,09/08/2020,175,0.0,303000,61.46,SFH,OO,1
20442,1466752365,720,ND,58104,150915.14,0.03125,651.99,19.03,C,360,07/17/2020,355,0.0,185000,81.58,SFH,OO,1
14479,1466670302,720,CA,92078,478897.17,0.0325,2105.09,133.02,C,360,06/10/2020,354,0.0,540000,88.68,SFH,OO,1
10994,1463504157,720,AR,72315,107434.19,0.02625,746.69,0.0,C,180,05/13/2020,173,0.0,150000,71.62,SFH,OO,1
3095,1448962355,720,AZ,86401,146974.95,0.0325,654.99,0.0,C,360,10/18/2019,346,0.0,320000,45.93,SFH,OO,1
45772,1473088704,720,TX,78259,208818.57,0.02625,1423.11,0.0,C,180,11/02/2020,178,0.0,503900,41.44,SFH,OO,1
8649,1463467314,720,FL,34134,412939.15,0.02625,3131.37,0.0,C,180,04/24/2020,153,0.0,800000,51.62,SFH,OO,1
46403,1473097028,720,MO,63122,410798.76,0.0225,2708.78,0.0,C,180,11/05/2020,179,0.0,540000,76.07,SFH,OO,1
45837,1473089439,720,GA,30096,169018.67,0.02375,1127.53,0.0,C,180,11/02/2020,178,0.0,310000,54.52,SFH,OO,1
9056,1463475176,720,CA,91040,341966.23,0.03125,1485.04,0.0,C,360,04/29/2020,352,0.0,700000,48.85,SFH,OO,1
16082,1466690037,720,GA,30507,113027.55,0.025,780.14,0.0,C,180,06/17/2020,174,0.0,165000,68.5,SFH,OO,1
28772,1469101206,720,CT,6057,220914.17,0.02375,863.97,33.35,C,360,09/03/2020,357,0.0,275000,80.33,SFH,OO,1
44147,1473068896,720,TN,38305,170174.53,0.02625,686.02,0.0,C,360,10/29/2020,358,0.0,245000,69.46,SFH,OO,1
10700,1463500171,720,CA,91702,252104.53,0.03375,1127.35,0.0,C,360,05/07/2020,353,0.0,505000,49.92,SFH,OO,1
19642,1466739818,720,NJ,7016,290848.81,0.02875,2036.64,0.0,C,180,07/13/2020,175,0.0,650000,44.75,SFH,OO,1
32153,1469145393,720,NC,28056,212892.36,0.025,847.53,0.0,C,360,09/21/2020,356,0.0,350000,60.83,SFH,OO,1
36881,1469204232,720,MS,39503,156109.64,0.025,620.34,0.0,C,360,10/05/2020,357,0.0,200000,78.05,SFH,OO,1
28952,1469103202,720,NC,28602,201191.67,0.03375,895.24,0.0,C,360,09/04/2020,356,0.0,270000,74.52,SFH,OO,1
1202,1440050225,720,KS,66618,103275.01,0.04375,559.2,0.0,C,360,02/20/2018,298,0.0,160000,64.55,SFH,OO,1
35213,1469182628,720,MD,20850,435657.14,0.025,1734.37,0.0,C,360,09/28/2020,356,0.0,700000,62.24,SFH,OO,1
4079,1448983724,720,AL,36116,137208.19,0.03375,1025.93,0.0,C,180,12/06/2019,168,0.0,193000,71.09,SFH,OO,1
22912,1466784855,720,NC,27540,171595.71,0.0275,1224.91,0.0,C,180,08/03/2020,169,0.0,500000,34.32,SFH,OO,1
40978,1469252652,720,VA,23112,459254.38,0.0275,1881.61,0.0,C,360,10/21/2020,358,0.0,625000,73.48,SFH,OO,1
28331,1469093130,720,PA,19083,116592.51,0.0225,823.44,0.0,C,180,08/31/2020,164,0.0,162000,71.97,SFH,OO,1
32549,1469149916,720,KY,40059,422607.62,0.03,1790.97,0.0,C,360,09/24/2020,357,0.0,531000,79.59,SFH,OO,1
